 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  1 22  9    4   74.120   39.262  14.976 103.630   0.379 1.001   8.651 384.206   3.500  2.601   99.921    1.568    1.568    2.975  0.002  0.171  0.542  3.209  0.202  220.581
  2 22  9    4   74.120   41.316  14.570 109.051   0.379 0.955   8.463 363.265   3.500  2.601   99.923    1.562    1.562    2.954  0.002  0.222  0.545  3.152  0.217  348.164
  3 22  9    4   74.120   33.435  25.100  88.248   0.379 1.082  20.649 580.381   8.686  0.508   97.019   73.149   73.149    0.251  0.261  0.153  0.450  3.171  0.239  327.204
  4 22  9    4   74.120   34.748  25.100  91.716   0.379 1.051   8.631 373.251   3.500  2.601   99.963    6.769    6.769    3.290  0.028  0.276  0.450  3.152  0.247  539.016
  5 22  9    4   74.120   38.520  21.210 101.670   0.379 1.039   8.763 371.948   3.500  2.601   99.967    6.802    6.802    3.350  0.028  0.252  0.450  3.192  0.269 1175.738
  6 22  9    4   74.120   37.660  19.115  99.401   0.379 0.965   7.567 544.117   3.500  2.601   99.947    6.875    6.875    3.289  0.028  0.167  0.150  3.539  0.270 1221.069
  1 23  9    4   55.870   51.054   0.000  58.464   0.873 1.001   6.775 387.202   3.500  2.601   99.918    1.556    1.556    2.983  0.002  0.170  0.535  3.209  0.202  330.221
  2 23  9    4   55.870   51.582   0.000  59.069   0.873 0.955   5.529 363.265   3.500  2.601   99.920    1.551    1.551    2.962  0.002  0.221  0.538  3.152  0.217  528.078
  3 23  9    4   55.870   52.566   7.590  60.195   0.873 1.125   5.529 580.381   8.733  0.509   97.393   72.948   72.948    0.261  0.260  0.153  0.450  3.171  0.239  471.203
  4 23  9    4   55.870   52.660   7.590  60.303   0.873 1.070   5.529 373.251   3.500  2.601   99.961    6.744    6.744    3.299  0.028  0.275  0.450  3.152  0.247  854.227
  5 23  9    4   55.870   52.895   7.583  60.572   0.873 1.048   5.529 371.948   3.500  2.601   99.965    6.777    6.777    3.359  0.028  0.251  0.450  3.192  0.269 1952.258
  6 23  9    4   55.870   51.841   7.583  59.366   0.873 0.971   5.876 572.927   3.500  2.601   99.945    6.850    6.850    3.297  0.028  0.165  0.150  3.525  0.270 2027.623
  1 24  9    4    0.000    0.000   0.000   0.000   0.000 0.000   2.989 386.930   3.500  2.601   99.917    1.549    1.549    2.986  0.002  0.169  0.526  3.210  0.202    0.000
  2 24  9    4    0.000    0.028   0.000  59.069   0.873 0.005   2.459 363.030   3.500  2.601   99.919    1.544    1.544    2.965  0.002  0.220  0.530  3.152  0.217    0.000
  3 24  9    4    0.000    0.016   7.590  60.195   0.873 0.005   5.529 579.884   8.743  0.509   97.476   72.835   72.835    0.263  0.259  0.153  0.450  3.171  0.239    0.000
  4 24  9    4    0.000    0.015   7.590  60.303   0.873 0.005   2.548 372.989   3.500  2.601   99.960    6.729    6.729    3.301  0.028  0.273  0.450  3.152  0.247    0.000
  5 24  9    4    0.000    0.013   7.583  60.572   0.873 0.005   2.918 371.694   3.500  2.601   99.965    6.762    6.762    3.361  0.028  0.249  0.450  3.192  0.269    0.000
  6 24  9    4    0.000    0.000   0.000   0.000   0.000 0.000   2.231 570.767   3.500  2.601   99.944    6.835    6.835    3.300  0.028  0.164  0.150  3.525  0.270    0.000
  1  1 10    4    0.000    0.000   0.000   0.000   0.000 0.000   2.985 374.144   3.500  2.601   99.921    1.491    1.491    3.051  0.002  0.162  0.476  3.213  0.202    0.000
  2  1 10    4    0.000    0.000   0.000   0.000   0.000 0.000   2.451 350.767   3.500  2.601   99.923    1.486    1.486    3.030  0.002  0.211  0.479  3.155  0.217    0.000
  3  1 10    4    0.000    0.000   0.000   0.000   0.000 0.000   6.879 560.362   8.923  0.510   99.085   71.868   71.868    0.335  0.253  0.153  0.450  3.171  0.239    0.000
  4  1 10    4    0.000    0.000   0.000   0.000   0.000 0.000   2.539 359.379   3.500  2.601   99.961    6.605    6.605    3.366  0.028  0.263  0.450  3.155  0.247    0.000
  5  1 10    4    0.000    0.000   0.000   0.000   0.000 0.000   2.913 358.441   3.500  2.601   99.966    6.638    6.638    3.427  0.028  0.240  0.450  3.196  0.269    0.000
  6  1 10    4    0.000    0.000   0.000   0.000   0.000 0.000   2.230 541.947   3.500  2.601   99.941    6.709    6.709    3.365  0.028  0.153  0.150  3.525  0.270    0.000
  1 15 10    4    0.000    0.000   0.000   0.000   0.000 0.000   2.977 347.307   0.000  0.000    0.000    1.381    1.381    0.000  1.989  0.153  0.450  3.218  0.202    0.000
  2 15 10    4    0.000    0.000   0.000   0.000   0.000 0.000   2.436 324.419   0.000  0.000    0.000    1.377    1.377    0.000  2.000  0.197  0.450  3.159  0.217    0.000
  3 15 10    4    0.000    0.000   0.000   0.000   0.000 0.000   6.800 518.797   8.993  0.510   99.883   69.898   69.898    0.482  0.240  0.153  0.450  3.171  0.239    0.000
  4 15 10    4    0.000    0.000   0.000   0.000   0.000 0.000   2.522 331.595   0.000  0.000    0.000    6.361    6.361    0.000  2.178  0.246  0.450  3.159  0.247    0.000
  5 15 10    4    0.000    0.000   0.000   0.000   0.000 0.000   2.901 331.154   0.000  0.000    0.000    6.392    6.392    0.000  2.211  0.223  0.450  3.200  0.269    0.000
  6 15 10    4    0.000    0.000   0.000   0.000   0.000 0.000   2.226 485.669   0.000  0.000    0.000    6.461    6.461    0.000  2.023  0.149  0.150  3.525  0.270    0.000
  1  1 11    4    0.000    0.000   0.000   0.000   0.000 0.000   8.851 366.630   0.000  0.000    0.000   69.535   69.535    0.000  0.599  0.414  3.171  3.405  0.000    0.000
  2  1 11    4    0.000    0.000   0.000   0.000   0.000 0.000   8.851 343.751   0.000  0.000    0.000   69.561   69.561    0.000  0.600  0.414  3.174  3.405  0.000    0.000
  3  1 11    4    0.000    0.000   0.000   0.000   0.000 0.000   7.199 518.962   0.000  0.000    0.000   79.832   79.832    0.000  0.742  0.153  0.450  3.171  0.239    0.000
  4  1 11    4    0.000    0.000   0.000   0.000   0.000 0.000   8.851 351.129   0.000  0.000    0.000   70.967   70.967    0.000  0.613  0.566  2.240  3.405  0.000    0.000
  5  1 11    4    0.000    0.000   0.000   0.000   0.000 0.000   8.851 350.718   0.000  0.000    0.000   71.016   71.016    0.000  0.615  0.533  2.173  3.405  0.000    0.000
  6  1 11    4    0.000    0.000   0.000   0.000   0.000 0.000   7.189 501.005   0.000  0.000    0.000   70.717   70.717    0.000  0.602  0.502  0.842  4.004  0.000    0.000
  1 13 11    4   34.200    9.150   0.000   0.382  23.980 1.001   8.502 385.902   0.000  0.000    0.000   69.662   69.662    0.000  0.591  0.406  3.248  3.383  0.037    0.000
  2 13 11    4   34.200    8.981   0.000   8.430  23.980 0.928   8.486 364.057   0.000  0.000    0.000   69.690   69.690    0.000  0.592  0.414  3.250  3.383  0.039    0.000
  3 13 11    4   34.200    1.485   0.000   1.141  23.980 0.928   9.006 559.995   0.000  0.000    0.000   86.850   86.850    0.000  0.735  0.153  0.450  3.171  0.239    0.000
  4 13 11    4   34.200    1.904   0.000   6.593  23.980 0.928   8.486 371.622   0.000  0.000    0.000   71.129   71.129    0.000  0.604  0.566  2.307  3.383  0.029    0.000
  5 13 11    4   34.200    2.855   0.000   5.140  23.980 0.955   8.498 371.307   0.000  0.000    0.000   71.188   71.188    0.000  0.606  0.533  2.238  3.383  0.035    0.000
  6 13 11    4   34.200    0.987   0.000   2.735  23.980 0.880   6.929 578.038   0.000  0.000    0.000   70.834   70.834    0.000  0.594  0.502  0.865  3.987  0.025    0.000
  1 14 11    4    2.030    0.460   0.000   0.092   5.000 1.001   5.380 386.946   0.000  0.000    0.000   69.704   69.704    0.000  0.591  0.385  3.188  3.348  0.037    0.000
  2 14 11    4    2.030    0.652   0.000  10.068   5.000 0.928   5.202 364.057   0.000  0.000    0.000   69.732   69.732    0.000  0.592  0.407  3.191  3.348  0.039    0.000
  3 14 11    4    2.030    0.416   0.000   4.607   5.000 0.928   7.502 561.490   0.000  0.000    0.000   87.359   87.359    0.000  0.734  0.153  0.450  3.171  0.239    0.000
  4 14 11    4    2.030    0.442   0.000   7.432   5.000 0.928   5.202 371.622   0.000  0.000    0.000   71.174   71.174    0.000  0.604  0.557  2.265  3.348  0.030    0.000
  5 14 11    4    2.030    0.637   0.000   9.346   5.000 0.955   5.330 371.384   0.000  0.000    0.000   71.233   71.233    0.000  0.606  0.524  2.197  3.348  0.036    0.000
  6 14 11    4    2.030    0.198   0.000   1.568   5.000 0.880   4.422 590.441   0.000  0.000    0.000   70.875   70.875    0.000  0.594  0.493  0.849  3.954  0.025    0.000
  1 15 11    4    0.000    0.000   0.000   0.000   0.000 0.000   5.379 386.412   0.000  0.000    0.000   69.748   69.748    0.000  0.591  0.378  3.130  3.353  0.037    0.000
  2 15 11    4    0.000    0.000   0.000   0.000   0.000 0.000   5.200 363.620   0.000  0.000    0.000   69.777   69.777    0.000  0.592  0.400  3.132  3.352  0.039    0.000
  3 15 11    4    0.000    0.000   0.000   0.000   0.000 0.000   7.522 560.964   0.000  0.000    0.000   87.856   87.856    0.000  0.734  0.153  0.450  3.171  0.239    0.000
  4 15 11    4    0.000    0.000   0.000   0.000   0.000 0.000   5.200 371.112   0.000  0.000    0.000   71.221   71.221    0.000  0.604  0.547  2.223  3.352  0.030    0.000
  5 15 11    4    0.000    0.000   0.000   0.000   0.000 0.000   5.329 370.875   0.000  0.000    0.000   71.281   71.281    0.000  0.606  0.515  2.157  3.353  0.036    0.000
  6 15 11    4    0.000    0.000   0.000   0.000   0.000 0.000   4.422 588.848   0.000  0.000    0.000   70.918   70.918    0.000  0.593  0.483  0.834  3.954  0.025    0.000
  1 16 11    4    3.140    0.000   0.000   0.000   0.000 0.000   5.378 387.155   0.000  0.000    0.000   69.794   69.794    0.000  0.591  0.372  3.072  3.358  0.037    0.000
  2 16 11    4    3.140    0.086   0.000   0.131   3.824 1.002   5.199 364.057   0.000  0.000    0.000   69.823   69.823    0.000  0.592  0.394  3.074  3.355  0.039    0.000
  3 16 11    4    3.140    0.000   0.000   0.000   3.824 0.005   7.541 561.889   0.000  0.000    0.000   88.340   88.340    0.000  0.734  0.153  0.450  3.171  0.239    0.000
  4 16 11    4    3.140    0.027   0.000   0.050   7.965 1.002   5.199 371.622   0.000  0.000    0.000   71.269   71.269    0.000  0.604  0.538  2.182  3.355  0.030    0.000
  5 16 11    4    3.140    0.045   0.000   2.116   7.965 1.034   5.328 371.384   0.000  0.000    0.000   71.330   71.330    0.000  0.606  0.506  2.117  3.357  0.036    0.000
  6 16 11    4    3.140    0.000   0.000   0.000   7.965 0.005   4.423 590.975   0.000  0.000    0.000   70.963   70.963    0.000  0.593  0.474  0.818  3.954  0.025    0.000
  1  1 12    4    0.000    0.000   0.000   0.000   0.000 0.000   5.306 380.618   0.000  0.000    0.000   70.448   70.448    0.000  0.590  0.287  2.323  3.411  0.037    0.000
  2  1 12    4    0.000    0.000   0.000   0.000   0.000 0.000   5.113 356.990   0.000  0.000    0.000   70.480   70.480    0.000  0.591  0.308  2.325  3.392  0.039    0.000
  3  1 12    4    0.000    0.000   0.000   0.000   0.000 0.000   7.772 554.783   0.000  0.000    0.000   94.089   94.089    0.000  0.733  0.153  0.451  3.107  0.239    0.000
  4  1 12    4    0.000    0.000   0.000   0.000   0.000 0.000   5.113 364.181   0.000  0.000    0.000   71.954   71.954    0.000  0.603  0.421  1.651  3.392  0.030    0.000
  5  1 12    4    0.000    0.000   0.000   0.000   0.000 0.000   5.253 363.952   0.000  0.000    0.000   72.025   72.025    0.000  0.605  0.395  1.602  3.406  0.036    0.000
  6  1 12    4    0.000    0.000   0.000   0.000   0.000 0.000   4.374 579.576   0.000  0.000    0.000   71.603   71.603    0.000  0.592  0.359  0.619  3.945  0.025    0.000
  1 15 12    4    0.000    0.000   0.000   0.000   0.000 0.000   5.296 376.854   0.000  0.000    0.000   71.010   71.010    0.000  0.590  0.231  1.796  3.456  0.037    0.000
  2 15 12    4    0.000    0.000   0.000   0.000   0.000 0.000   5.094 353.326   0.000  0.000    0.000   71.044   71.044    0.000  0.591  0.249  1.797  3.425  0.039    0.000
  3 15 12    4    0.000    0.000   0.000   0.000   0.000 0.000   7.916 551.286   0.000  0.000    0.000   97.660   97.660    0.000  0.733  0.153  0.450  3.171  0.239    0.000
  4 15 12    4    0.000    0.000   0.000   0.000   0.000 0.000   5.094 360.539   0.000  0.000    0.000   72.538   72.538    0.000  0.603  0.341  1.276  3.425  0.030    0.000
  5 15 12    4    0.000    0.000   0.000   0.000   0.000 0.000   5.240 360.271   0.000  0.000    0.000   72.617   72.617    0.000  0.605  0.318  1.238  3.447  0.036    0.000
  6 15 12    4    0.000    0.000   0.000   0.000   0.000 0.000   4.377 573.598   0.000  0.000    0.000   72.153   72.153    0.000  0.592  0.279  0.479  3.945  0.025    0.000
  1  1  1    5    0.000    0.000   0.000   0.000   0.000 0.000   5.284 372.469   0.000  0.000    0.000   71.566   71.566    0.000  0.590  0.182  1.326  3.497  0.037    0.000
  2  1  1    5    0.000    0.000   0.000   0.000   0.000 0.000   5.072 348.943   0.000  0.000    0.000   71.603   71.603    0.000  0.591  0.198  1.327  3.454  0.039    0.000
  3  1  1    5    0.000    0.000   0.000   0.000   0.000 0.000   8.006 547.200   0.000  0.000    0.000   99.900   99.900    0.000  0.733  0.153  0.450  3.171  0.239    0.000
  4  1  1    5    0.000    0.000   0.000   0.000   0.000 0.000   5.072 356.218   0.000  0.000    0.000   73.117   73.117    0.000  0.603  0.271  0.943  3.454  0.030    0.000
  5  1  1    5    0.000    0.000   0.000   0.000   0.000 0.000   5.226 355.955   0.000  0.000    0.000   73.204   73.204    0.000  0.605  0.251  0.915  3.484  0.036    0.000
  6  1  1    5    0.000    0.000   0.000   0.000   0.000 0.000   4.380 566.968   0.000  0.000    0.000   72.698   72.698    0.000  0.592  0.210  0.353  3.945  0.025    0.000
  1 15  1    5    0.000    0.000   0.000   0.000   0.000 0.000   5.275 369.603   0.000  0.000    0.000   71.962   71.962    0.000  0.590  0.153  1.042  3.521  0.037    0.000
  2 15  1    5    0.000    0.000   0.000   0.000   0.000 0.000   5.055 346.077   0.000  0.000    0.000   72.000   72.000    0.000  0.591  0.168  1.043  3.472  0.039    0.000
  3 15  1    5    0.000    0.000   0.000   0.000   0.000 0.000   8.006 544.311   0.000  0.000    0.000   99.900   99.900    0.000  0.733  0.153  0.450  3.171  0.239    0.000
  4 15  1    5    0.000    0.000   0.000   0.000   0.000 0.000   5.055 353.379   0.000  0.000    0.000   73.527   73.527    0.000  0.603  0.229  0.741  3.472  0.030    0.000
  5 15  1    5    0.000    0.000   0.000   0.000   0.000 0.000   5.215 353.135   0.000  0.000    0.000   73.619   73.619    0.000  0.605  0.212  0.719  3.507  0.036    0.000
  6 15  1    5    0.000    0.000   0.000   0.000   0.000 0.000   7.189 561.497   0.000  0.000    0.000   73.085   73.085    0.000  0.592  0.149  0.150  3.945  0.025    0.000
  1  1  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.007 362.024   0.000  0.000    0.000   72.363   72.363    0.000  0.590  0.153  0.450  3.543  0.037    0.000
  2  1  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.002 338.212   0.000  0.000    0.000   72.402   72.402    0.000  0.591  0.153  0.450  3.488  0.039    0.000
  3  1  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.002 535.080   0.000  0.000    0.000   99.900   99.900    0.000  0.733  0.153  0.450  3.171  0.239    0.000
  4  1  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.002 344.981   0.000  0.000    0.000   73.942   73.942    0.000  0.603  0.153  0.450  3.488  0.030    0.000
  5  1  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.002 344.927   0.000  0.000    0.000   74.039   74.039    0.000  0.605  0.153  0.450  3.526  0.036    0.000
  6  1  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 551.386   0.000  0.000    0.000   73.477   73.477    0.000  0.592  0.149  0.150  3.945  0.025    0.000
  1 15  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.003 352.805   0.000  0.000    0.000   72.589   72.589    0.000  0.589  0.153  0.450  3.556  0.037    0.000
  2 15  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 328.992   0.000  0.000    0.000   72.630   72.630    0.000  0.590  0.153  0.450  3.497  0.039    0.000
  3 15  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 523.991   0.000  0.000    0.000   99.900   99.900    0.000  0.732  0.153  0.450  3.171  0.239    0.000
  4 15  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 335.321   0.000  0.000    0.000   74.179   74.179    0.000  0.602  0.153  0.450  3.497  0.030    0.000
  5 15  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 335.621   0.000  0.000    0.000   74.279   74.279    0.000  0.604  0.153  0.450  3.538  0.036    0.000
  6 15  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 542.683   0.000  0.000    0.000   73.697   73.697    0.000  0.591  0.149  0.150  3.945  0.025    0.000
  1 16  2    5    0.000    9.165   0.000   3.967   2.310 1.001   0.003 354.539   0.000  0.000    0.000   72.583   72.583    0.000  0.588  0.153  0.450  3.556  0.075    0.000
  2 16  2    5    0.000    7.623   0.000   3.300   2.310 0.928   0.001 332.872   0.000  0.000    0.000   72.624   72.624    0.000  0.589  0.153  0.450  3.498  0.075    0.000
  3 16  2    5    0.000    4.322   0.000   1.871   2.310 0.928   0.001 524.047   0.000  0.000    0.000   99.900   99.900    0.000  0.731  0.153  0.450  3.171  0.239    0.000
  4 16  2    5    0.000    3.990   0.000   1.727   2.310 0.928   0.001 335.550   0.000  0.000    0.000   74.174   74.174    0.000  0.601  0.153  0.450  3.498  0.074    0.000
  5 16  2    5    0.000    3.227   0.000   1.397   2.310 0.955   0.001 335.837   0.000  0.000    0.000   74.274   74.274    0.000  0.604  0.153  0.450  3.539  0.073    0.000
  6 16  2    5    0.000    3.097   0.000   1.341   2.310 0.880   0.000 542.757   0.000  0.000    0.000   73.692   73.692    0.000  0.591  0.149  0.150  3.945  0.073    0.000
  1 17  2    5    0.000   10.490   0.000   2.107   4.978 1.001   0.003 356.604   0.000  0.000    0.000   72.584   72.584    0.000  0.588  0.153  0.450  3.557  0.075    0.000
  2 17  2    5    0.000   10.455   0.000   2.100   4.978 0.928   0.001 333.401   0.000  0.000    0.000   72.625   72.625    0.000  0.589  0.153  0.450  3.498  0.075    0.000
  3 17  2    5    0.000    5.933   0.000   1.192   4.978 0.928   0.001 524.153   0.000  0.000    0.000   99.900   99.900    0.000  0.731  0.153  0.450  3.171  0.239    0.000
  4 17  2    5    0.000    5.478   0.000   1.100   4.978 0.928   0.001 335.856   0.000  0.000    0.000   74.176   74.176    0.000  0.601  0.153  0.450  3.498  0.074    0.000
  5 17  2    5    0.000    4.434   0.000   0.891   4.978 0.955   0.001 335.902   0.000  0.000    0.000   74.277   74.277    0.000  0.603  0.153  0.450  3.540  0.073    0.000
  6 17  2    5    0.000    4.257   0.000   0.855   4.978 0.880   0.000 542.880   0.000  0.000    0.000   73.693   73.693    0.000  0.591  0.149  0.150  3.945  0.073    0.000
  1  1  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.003 348.654   0.000  0.000    0.000   72.785   72.785    0.000  0.588  0.153  0.450  3.566  0.075    0.000
  2  1  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 325.619   0.000  0.000    0.000   72.827   72.827    0.000  0.589  0.153  0.450  3.504  0.075    0.000
  3  1  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 517.255   0.000  0.000    0.000   99.900   99.900    0.000  0.731  0.153  0.450  3.171  0.239    0.000
  4  1  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 330.412   0.000  0.000    0.000   74.384   74.384    0.000  0.601  0.153  0.450  3.504  0.074    0.000
  5  1  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 330.289   0.000  0.000    0.000   74.487   74.487    0.000  0.603  0.153  0.450  3.547  0.073    0.000
  6  1  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 536.754   0.000  0.000    0.000   73.889   73.889    0.000  0.591  0.149  0.150  3.945  0.073    0.000
  1  9  3    5    5.030    0.000   0.000   0.000   0.000 0.000   0.003 349.092   0.000  0.000    0.000   72.886   72.886    0.000  0.588  0.153  0.450  3.570  0.075    0.000
  2  9  3    5    5.030    0.105   0.000   0.122   5.002 1.002   0.001 325.491   0.000  0.000    0.000   72.929   72.929    0.000  0.589  0.153  0.450  3.508  0.075    0.000
  3  9  3    5    5.030    0.348   0.000   0.136   5.002 1.002   0.001 517.590   0.000  0.000    0.000   99.900   99.900    0.000  0.730  0.153  0.450  3.171  0.239    0.000
  4  9  3    5    5.030    0.363   0.000   0.133   5.002 1.002   0.001 331.024   0.000  0.000    0.000   74.489   74.489    0.000  0.601  0.153  0.450  3.508  0.074    0.000
  5  9  3    5    5.030    0.392   0.000   0.127   5.002 1.034   0.001 330.756   0.000  0.000    0.000   74.594   74.594    0.000  0.603  0.153  0.450  3.552  0.073    0.000
  6  9  3    5    5.030    0.413   0.000   0.131   5.002 0.960   0.000 536.407   0.000  0.000    0.000   73.988   73.988    0.000  0.590  0.149  0.150  3.945  0.073    0.000
  1 15  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.003 349.578   0.000  0.000    0.000   72.947   72.947    0.000  0.587  0.153  0.450  3.573  0.075    0.000
  2 15  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 326.031   0.000  0.000    0.000   72.989   72.989    0.000  0.588  0.153  0.450  3.510  0.075    0.000
  3 15  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 518.746   0.000  0.000    0.000   99.900   99.900    0.000  0.730  0.153  0.450  3.171  0.239    0.000
  4 15  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 331.890   0.000  0.000    0.000   74.553   74.553    0.000  0.600  0.153  0.450  3.510  0.074    0.000
  5 15  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 331.654   0.000  0.000    0.000   74.658   74.658    0.000  0.602  0.153  0.450  3.554  0.073    0.000
  6 15  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 536.848   0.000  0.000    0.000   74.046   74.046    0.000  0.590  0.149  0.150  3.945  0.073    0.000
  1 16  3    5    0.000    5.117   0.000   2.447   2.091 1.001   0.003 352.213   0.000  0.000    0.000   72.939   72.939    0.000  0.587  0.153  0.450  3.573  0.075    0.000
  2 16  3    5    0.000    5.175   0.000   2.475   2.091 0.928   0.001 326.297   0.000  0.000    0.000   72.981   72.981    0.000  0.588  0.153  0.450  3.510  0.075    0.000
  3 16  3    5    0.000    2.882   0.000   1.378   2.091 0.928   0.001 519.500   0.000  0.000    0.000   99.900   99.900    0.000  0.729  0.153  0.450  3.171  0.239    0.000
  4 16  3    5    0.000    2.642   0.000   1.264   2.091 0.928   0.002 332.621   0.000  0.000    0.000   74.545   74.545    0.000  0.600  0.153  0.450  3.510  0.074    0.000
  5 16  3    5    0.000    2.101   0.000   1.005   2.091 0.955   0.002 332.380   0.000  0.000    0.000   74.651   74.651    0.000  0.602  0.153  0.450  3.555  0.073    0.000
  6 16  3    5    0.000    2.016   0.000   0.964   2.091 0.880   0.000 537.336   0.000  0.000    0.000   74.038   74.038    0.000  0.589  0.149  0.150  3.945  0.073    0.000
  1 17  3    5    0.000   26.187   0.000   4.194   6.243 1.001   0.006 358.651   0.000  0.000    0.000   72.917   72.917    0.000  0.586  0.153  0.450  3.574  0.076    0.000
  2 17  3    5    0.000   26.480   0.000   4.241   6.243 0.928   0.001 329.914   0.000  0.000    0.000   72.959   72.959    0.000  0.587  0.153  0.450  3.510  0.081    0.000
  3 17  3    5    0.000   24.805   0.000   3.973   6.243 0.928   0.002 520.095   0.000  0.000    0.000   99.900   99.900    0.000  0.728  0.153  0.450  3.171  0.239    0.000
  4 17  3    5    0.000   24.005   0.000   3.845   6.243 0.928   0.002 333.119   0.000  0.000    0.000   74.525   74.525    0.000  0.599  0.153  0.450  3.510  0.094    0.000
  5 17  3    5    0.000   22.226   0.000   3.560   6.243 0.955   0.002 334.223   0.000  0.000    0.000   74.631   74.631    0.000  0.602  0.153  0.450  3.555  0.097    0.000
  6 17  3    5    0.000   22.092   0.000   3.539   6.243 0.880   0.000 538.070   0.000  0.000    0.000   74.016   74.016    0.000  0.589  0.149  0.150  3.945  0.098    0.000
  1 19  3    5    0.000   17.568   0.000   3.023   5.810 1.001   0.006 360.858   0.000  0.000    0.000   72.921   72.921    0.000  0.586  0.153  0.450  3.575  0.076    0.000
  2 19  3    5    0.000   17.569   0.000   3.024   5.810 0.928   0.001 330.721   0.000  0.000    0.000   72.964   72.964    0.000  0.587  0.153  0.450  3.511  0.081    0.000
  3 19  3    5    0.000   16.260   0.000   2.798   5.810 0.928   0.002 521.201   0.000  0.000    0.000   99.900   99.900    0.000  0.728  0.153  0.450  3.171  0.239    0.000
  4 19  3    5    0.000   15.767   0.000   2.714   5.810 0.928   0.002 335.888   0.000  0.000    0.000   74.530   74.530    0.000  0.599  0.153  0.450  3.511  0.094    0.000
  5 19  3    5    0.000   15.294   0.000   2.632   5.810 0.955   0.002 335.142   0.000  0.000    0.000   74.636   74.636    0.000  0.601  0.153  0.450  3.556  0.097    0.000
  6 19  3    5    0.000   15.285   0.000   2.631   5.810 0.880   0.000 538.508   0.000  0.000    0.000   74.020   74.020    0.000  0.589  0.149  0.150  3.945  0.098    0.000
  1 20  3    5    8.040   42.024   0.000   3.122  13.461 1.001   0.006 366.995   0.000  0.000    0.000   72.904   72.904    0.000  0.586  0.153  0.450  3.575  0.076    0.000
  2 20  3    5    8.040   44.084   0.000   3.275  13.461 0.928   0.001 331.335   0.000  0.000    0.000   72.947   72.947    0.000  0.586  0.153  0.450  3.511  0.081    0.000
  3 20  3    5    8.040   44.225   0.000   3.285  13.461 0.928   0.002 523.878   0.000  0.000    0.000   99.900   99.900    0.000  0.727  0.153  0.450  3.171  0.239    0.000
  4 20  3    5    8.040   44.180   0.000   3.282  13.461 0.928   0.002 338.131   0.000  0.000    0.000   74.514   74.514    0.000  0.599  0.153  0.450  3.511  0.094    0.000
  5 20  3    5    8.040   44.243   0.000   3.287  13.461 0.955   0.002 337.051   0.000  0.000    0.000   74.621   74.621    0.000  0.601  0.153  0.450  3.556  0.097    0.000
  6 20  3    5    8.040   44.179   0.000   3.282  13.461 0.880   0.000 542.340   0.000  0.000    0.000   74.004   74.004    0.000  0.588  0.149  0.150  3.945  0.098    0.000
  1 21  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.007 369.173   0.000  0.000    0.000   72.893   72.893    0.000  0.585  0.153  0.450  3.569  0.076    0.000
  2 21  3    5    0.000    2.629   0.000   3.444   4.425 1.002   0.002 333.141   0.000  0.000    0.000   72.936   72.936    0.000  0.586  0.153  0.450  3.506  0.081    0.000
  3 21  3    5    0.000    2.967   0.000   1.314   4.425 1.002   0.295 539.700   0.000  0.000    0.000   99.900   99.900    0.000  0.726  0.153  0.450  3.171  0.239    0.000
  4 21  3    5    0.000    3.329   0.000   1.385   4.425 1.002   0.002 345.989   0.000  0.000    0.000   74.504   74.504    0.000  0.598  0.153  0.450  3.506  0.094    0.000
  5 21  3    5    0.000    4.531   0.000   1.657   4.425 1.034   0.002 344.265   0.000  0.000    0.000   74.611   74.611    0.000  0.600  0.153  0.450  3.551  0.097    0.000
