 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  3 23  2   10    0.000   10.815   0.000   1.750   6.179 0.928   0.001 533.599   0.000  0.000    0.000   99.900   99.900    0.000  0.772  0.153  0.450  3.171  0.290    0.000
  4 23  2   10    0.000   10.293   0.000   1.666   6.179 0.928   0.001 382.426   0.000  0.000    0.000   43.024   43.024    0.000  0.243  0.153  0.450  3.171  0.203    0.000
  5 23  2   10    0.000   10.157   0.000   1.644   6.179 0.955   0.001 388.584   0.000  0.000    0.000   43.409   43.409    0.000  0.246  0.153  0.450  3.216  0.221    0.000
  6 23  2   10    0.000   10.168   0.000   1.646   6.179 0.880   0.000 644.899   0.000  0.000    0.000   43.094   43.094    0.000  0.244  0.149  0.150  3.721  0.222    0.000
  1 24  2   10    0.000    8.181   0.000   1.511   5.414 1.001   0.003 394.477   0.000  0.000    0.000   42.999   42.999    0.000  0.099  0.153  0.450  3.430  0.062    0.000
  2 24  2   10    0.000    8.381   0.000   1.548   5.414 0.928   0.001 368.354   0.000  0.000    0.000   42.981   42.981    0.000  0.099  0.153  0.450  3.371  0.066    0.000
  3 24  2   10    0.000    7.950   0.000   1.468   5.414 0.928   0.001 533.539   0.000  0.000    0.000   99.900   99.900    0.000  0.772  0.153  0.450  3.171  0.290    0.000
  4 24  2   10    0.000    7.560   0.000   1.396   5.414 0.928   0.001 385.874   0.000  0.000    0.000   43.012   43.012    0.000  0.243  0.153  0.450  3.171  0.203    0.000
  5 24  2   10    0.000    7.377   0.000   1.363   5.414 0.955   0.001 388.565   0.000  0.000    0.000   43.398   43.398    0.000  0.246  0.153  0.450  3.216  0.221    0.000
  6 24  2   10    0.000    7.353   0.000   1.358   5.414 0.880   0.000 644.880   0.000  0.000    0.000   43.083   43.083    0.000  0.244  0.149  0.150  3.721  0.222    0.000
  1 27  2   10    0.000   19.745   0.000   3.036   6.504 1.001   0.002 391.433   0.000  0.000    0.000   42.889   42.889    0.000  0.098  0.153  0.450  3.432  0.069    0.000
  2 27  2   10    0.000   19.539   0.000   3.004   6.504 0.928   0.001 365.891   0.000  0.000    0.000   42.872   42.872    0.000  0.098  0.153  0.450  3.372  0.073    0.000
  3 27  2   10    0.000   17.540   0.000   2.697   6.504 0.928   0.001 530.195   0.000  0.000    0.000   99.900   99.900    0.000  0.771  0.153  0.450  3.171  0.290    0.000
  4 27  2   10    0.000   17.218   0.000   2.647   6.504 0.928   0.001 384.282   0.000  0.000    0.000   42.958   42.958    0.000  0.243  0.153  0.450  3.171  0.203    0.000
  5 27  2   10    0.000   16.295   0.000   2.505   6.504 0.955   0.001 385.379   0.000  0.000    0.000   43.344   43.344    0.000  0.246  0.153  0.450  3.216  0.221    0.000
  6 27  2   10    0.000   16.404   0.000   2.522   6.504 0.880   0.000 641.927   0.000  0.000    0.000   43.029   43.029    0.000  0.243  0.149  0.150  3.721  0.222    0.000
  1 28  2   10    2.010    9.881   0.000   2.153   4.589 1.001   0.002 394.094   0.000  0.000    0.000   42.863   42.863    0.000  0.098  0.153  0.450  3.432  0.069    0.000
  2 28  2   10    2.010   10.071   0.000   2.195   4.589 0.928   0.001 366.981   0.000  0.000    0.000   42.846   42.846    0.000  0.098  0.153  0.450  3.372  0.073    0.000
  3 28  2   10    2.010    9.827   0.000   2.141   4.589 0.928   0.001 532.016   0.000  0.000    0.000   99.900   99.900    0.000  0.770  0.153  0.450  3.171  0.290    0.000
  4 28  2   10    2.010    9.257   0.000   2.017   4.589 0.928   0.001 392.927   0.000  0.000    0.000   42.945   42.945    0.000  0.243  0.153  0.450  3.171  0.203    0.000
  5 28  2   10    2.010    9.023   0.000   1.966   4.589 0.955   0.001 388.326   0.000  0.000    0.000   43.331   43.331    0.000  0.246  0.153  0.450  3.216  0.221    0.000
  6 28  2   10    2.010    9.416   0.000   2.052   4.589 0.880   0.000 641.583   0.000  0.000    0.000   43.016   43.016    0.000  0.243  0.149  0.150  3.721  0.222    0.000
  1  1  3   10    0.000    0.000   0.000   0.000   0.000 0.000   0.002 387.958   0.000  0.000    0.000   42.855   42.855    0.000  0.098  0.153  0.450  3.432  0.069    0.000
  2  1  3   10    0.000    0.000   0.000   0.000   0.000 0.000   0.000 361.951   0.000  0.000    0.000   42.838   42.838    0.000  0.098  0.153  0.450  3.371  0.073    0.000
  3  1  3   10    0.000    0.000   0.000   0.000   0.000 0.000   0.001 527.691   0.000  0.000    0.000   99.900   99.900    0.000  0.770  0.153  0.450  3.171  0.290    0.000
  4  1  3   10    0.000    0.000   0.000   0.000   0.000 0.000   0.001 390.309   0.000  0.000    0.000   42.941   42.941    0.000  0.243  0.153  0.450  3.171  0.203    0.000
  5  1  3   10    0.000    0.000   0.000   0.000   0.000 0.000   0.001 382.736   0.000  0.000    0.000   43.327   43.327    0.000  0.246  0.153  0.450  3.216  0.221    0.000
  6  1  3   10    0.000    0.000   0.000   0.000   0.000 0.000   0.000 638.916   0.000  0.000    0.000   43.012   43.012    0.000  0.243  0.149  0.150  3.721  0.222    0.000
  1  4  3   10    1.960    0.070   0.000   0.034   2.056 1.001   0.001 385.496   0.000  0.000    0.000   42.833   42.833    0.000  0.098  0.153  0.450  3.433  0.069    0.000
  2  4  3   10    1.960    0.199   0.000   0.097   2.056 0.928   0.000 359.642   0.000  0.000    0.000   42.816   42.816    0.000  0.098  0.153  0.450  3.372  0.073    0.000
  3  4  3   10    1.960    0.412   0.000   0.201   2.056 0.928   0.001 526.065   0.000  0.000    0.000   99.900   99.900    0.000  0.770  0.153  0.450  3.171  0.290    0.000
  4  4  3   10    1.960    0.450   0.000   0.219   2.056 0.928   0.001 389.725   0.000  0.000    0.000   42.931   42.931    0.000  0.243  0.153  0.450  3.171  0.203    0.000
  5  4  3   10    1.960    0.464   0.000   0.226   2.056 0.955   0.001 380.943   0.000  0.000    0.000   43.316   43.316    0.000  0.246  0.153  0.450  3.216  0.221    0.000
  6  4  3   10    1.960    0.477   0.000   0.232   2.056 0.880   0.000 636.839   0.000  0.000    0.000   43.002   43.002    0.000  0.243  0.149  0.150  3.721  0.222    0.000
  1  5  3   10    0.000    0.696   0.000   0.595   1.171 1.001   0.001 387.596   0.000  0.000    0.000   42.810   42.810    0.000  0.098  0.153  0.450  3.434  0.069    0.000
  2  5  3   10    0.000    0.840   0.000   0.717   1.171 0.928   0.000 359.521   0.000  0.000    0.000   42.793   42.793    0.000  0.098  0.153  0.450  3.373  0.073    0.000
  3  5  3   10    0.000    0.354   0.000   0.302   1.171 0.928   0.001 526.242   0.000  0.000    0.000   99.900   99.900    0.000  0.769  0.153  0.450  3.171  0.290    0.000
  4  5  3   10    0.000    0.307   0.000   0.262   1.171 0.928   0.001 390.232   0.000  0.000    0.000   42.920   42.920    0.000  0.243  0.153  0.450  3.171  0.203    0.000
  5  5  3   10    0.000    0.167   0.000   0.142   1.171 0.955   0.001 381.122   0.000  0.000    0.000   43.305   43.305    0.000  0.245  0.153  0.450  3.216  0.221    0.000
  6  5  3   10    0.000    0.153   0.000   0.131   1.171 0.880   0.000 636.892   0.000  0.000    0.000   42.991   42.991    0.000  0.243  0.149  0.150  3.721  0.222    0.000
  1  6  3   10    0.000   13.814   0.000   2.092   6.603 1.001   0.001 398.795   0.000  0.000    0.000   42.741   42.741    0.000  0.098  0.153  0.450  3.434  0.069    0.000
  2  6  3   10    0.000   14.851   0.000   2.249   6.603 1.002   0.000 367.165   0.000  0.000    0.000   42.724   42.724    0.000  0.098  0.153  0.450  3.373  0.073    9.352
  3  6  3   10    0.000   17.721   0.000   2.684   6.603 1.002   0.001 525.828   0.000  0.000    0.000   99.900   99.900    0.000  0.768  0.153  0.450  3.171  0.290    9.352
  4  6  3   10    0.000   17.674   0.000   2.677   6.603 1.002   0.001 390.383   0.000  0.000    0.000   42.885   42.885    0.000  0.242  0.153  0.450  3.171  0.203    9.352
  5  6  3   10    0.000   17.581   0.000   2.663   6.603 1.034   0.001 381.950   0.000  0.000    0.000   43.270   43.270    0.000  0.245  0.153  0.450  3.216  0.221    9.352
  6  6  3   10    0.000   17.898   0.000   2.711   6.603 0.960   0.000 636.692   0.000  0.000    0.000   42.956   42.956    0.000  0.243  0.149  0.150  3.721  0.222    9.352
  1  7  3   10    0.000    0.000   0.000   0.000   0.000 0.000   0.001 404.529   0.000  0.000    0.000   42.598   42.598    0.000  0.098  0.198  1.005  3.434  0.069    0.000
  2  7  3   10    0.000    0.000   0.000   0.000   0.000 0.000   0.001 377.028   0.000  0.000    0.000   42.581   42.581    0.000  0.098  0.257  1.027  3.373  0.073    0.000
  3  7  3   10    0.000    3.607   0.000   1.437   6.149 1.002   0.001 533.750   0.000  0.000    0.000   99.900   99.900    0.000  0.766  0.153  0.450  3.171  0.290    0.000
  4  7  3   10    0.000    5.678   0.000   2.060   6.149 1.002   0.001 396.660   0.000  0.000    0.000   42.814   42.814    0.000  0.242  0.153  0.450  3.171  0.203    0.675
  5  7  3   10    0.000    7.668   0.000   2.316   6.149 1.002   0.001 389.329   0.000  0.000    0.000   43.198   43.198    0.000  0.245  0.153  0.450  3.216  0.221   33.171
  6  7  3   10    0.000    8.078   0.000   2.368   6.149 0.932   0.000 645.508   0.000  0.000    0.000   42.885   42.885    0.000  0.242  0.149  0.150  3.721  0.222   33.576
  1 15  3   10   10.820    0.000   0.000   0.000   0.000 0.000   3.759 411.800   0.000  0.000    0.000   41.731   41.731    0.000  0.095  0.193  0.928  3.432  0.069    0.000
  2 15  3   10   10.820    0.000   0.000   0.000   0.000 0.000   3.479 385.853   0.000  0.000    0.000   41.714   41.714    0.000  0.095  0.253  0.947  3.371  0.073    0.000
  3 15  3   10   10.820    0.000   0.000   0.000   0.000 0.000   8.006 542.514   0.000  0.000    0.000   99.900   99.900    0.000  0.754  0.153  0.450  3.171  0.290    0.000
  4 15  3   10   10.820    0.000   0.000   0.000   0.000 0.000   3.182 412.897   0.000  0.000    0.000   42.378   42.378    0.000  0.238  0.294  0.476  3.171  0.203    0.000
  5 15  3   10   10.820    0.000   0.000   0.000   0.000 0.000   3.449 399.384   0.000  0.000    0.000   42.761   42.761    0.000  0.241  0.258  0.467  3.216  0.221    0.000
  6 15  3   10   10.820    0.000   0.000   0.000   0.000 0.000   2.749 664.312   0.000  0.000    0.000   42.449   42.449    0.000  0.239  0.149  0.150  3.721  0.222    0.000
  1 26  3   10   15.140    0.000   0.000   0.000   0.000 0.000   8.851 427.389   0.000  0.000    0.000   41.296   41.296    0.000  0.094  0.153  0.450  3.421  0.069    0.000
  2 26  3   10   15.140    0.000   0.000   0.000   0.000 0.000   8.851 403.538   0.000  0.000    0.000   41.279   41.279    0.000  0.094  0.153  0.450  3.358  0.073    0.000
  3 26  3   10   15.140    0.000   0.000   0.000   0.000 0.000   8.006 561.608   0.000  0.000    0.000   99.900   99.900    0.000  0.747  0.153  0.450  3.171  0.290    0.000
  4 26  3   10   15.140    0.045   0.000   0.131   5.101 1.002   3.175 438.651   0.000  0.000    0.000   42.160   42.160    0.000  0.237  0.153  0.450  3.171  0.203    0.000
  5 26  3   10   15.140    0.000   0.000   0.000   5.101 0.005   3.445 415.749   0.000  0.000    0.000   42.541   42.541    0.000  0.240  0.153  0.450  3.216  0.221    0.000
  6 26  3   10   15.140    0.000   0.000   0.000   0.000 0.000   2.745 688.050   0.000  0.000    0.000   42.231   42.231    0.000  0.237  0.149  0.150  3.721  0.222    0.000
  1 30  3   10   21.160    0.000   0.000   0.000   0.000 0.000   3.643 445.638   0.000  0.000    0.000   41.023   41.023    0.000  0.093  0.202  0.794  3.408  0.069    0.000
  2 30  3   10   21.160    0.042  11.400   0.010  24.000 1.168   3.340 421.541   0.000  0.000    0.000   41.006   41.006    0.000  0.093  0.257  0.810  3.345  0.073    0.004
  3 30  3   10   21.160    3.658   0.000   1.875  24.000 1.168   8.006 572.076   0.000  0.000    0.000   99.900   99.900    0.000  0.743  0.153  0.623  2.923  0.290    0.006
  4 30  3   10   21.160    3.679   0.000   1.071  24.000 1.168   3.171 455.945   0.000  0.000    0.000   42.022   42.022    0.000  0.236  0.308  0.830  2.899  0.203    0.006
  5 30  3   10   21.160    1.687   0.000   0.655  24.000 1.221   3.442 442.805   0.000  0.000    0.000   42.403   42.403    0.000  0.239  0.270  0.469  3.216  0.221    0.006
  6 30  3   10   21.160    0.893   0.000   0.267  24.000 1.110   2.743 728.504   0.000  0.000    0.000   42.093   42.093    0.000  0.236  0.149  0.150  3.721  0.222    0.006
  1 31  3   10   11.340    0.000   0.000   0.000   0.000 0.000   3.603 455.605   0.000  0.000    0.000   40.944   40.944    0.000  0.093  0.225  1.248  3.193  0.069    0.000
  2 31  3   10   11.340    0.371   0.000   0.090  24.000 1.002   3.294 429.425   0.000  0.000    0.000   40.927   40.927    0.000  0.093  0.295  1.256  3.145  0.073    0.000
  3 31  3   10   11.340    2.837   0.000   4.521  24.000 1.002   8.006 575.488   0.000  0.000    0.000   99.900   99.900    0.000  0.742  0.153  0.685  2.775  0.290    0.000
  4 31  3   10   11.340    3.028   0.000   2.189  24.000 1.002   3.170 460.257   0.000  0.000    0.000   41.982   41.982    0.000  0.235  0.309  0.881  2.806  0.203    0.000
  5 31  3   10   11.340    2.847   0.000   1.797  24.000 1.034   3.441 450.984   0.000  0.000    0.000   42.363   42.363    0.000  0.238  0.275  0.866  2.840  0.221    0.000
  6 31  3   10   11.340    2.398   0.000   1.006  24.000 0.960   2.743 746.669   0.000  0.000    0.000   42.053   42.053    0.000  0.236  0.149  0.276  3.256  0.222    0.000
  1  1  4   10    0.000    0.000   0.000   0.000   0.000 0.000   3.593 453.967   0.000  0.000    0.000   40.918   40.918    0.000  0.092  0.226  1.356  3.092  0.069    0.000
  2  1  4   10    0.000    0.000   0.000   0.000   0.000 0.000   3.282 427.787   0.000  0.000    0.000   40.901   40.901    0.000  0.092  0.297  1.348  3.066  0.073    0.000
  3  1  4   10    0.000    0.000   0.000   0.000   0.000 0.000   8.006 574.596   0.000  0.000    0.000   99.900   99.900    0.000  0.741  0.153  0.685  2.775  0.290    0.000
  4  1  4   10    0.000    0.000   0.000   0.000   0.000 0.000   3.170 458.785   0.000  0.000    0.000   41.969   41.969    0.000  0.235  0.309  0.881  2.806  0.203    0.000
  5  1  4   10    0.000    0.000   0.000   0.000   0.000 0.000   3.441 449.516   0.000  0.000    0.000   42.350   42.350    0.000  0.238  0.275  0.866  2.839  0.221    0.000
  6  1  4   10    0.000    0.000   0.000   0.000   0.000 0.000   2.743 742.637   0.000  0.000    0.000   42.040   42.040    0.000  0.236  0.149  0.276  3.256  0.222    0.000
  1 15  4   10    0.000    0.000   0.000   0.000   0.000 0.000   3.574 436.874   0.000  0.000    0.000   39.887   39.887    0.000  0.089  0.179  0.695  3.384  0.069    0.000
  2 15  4   10    0.000    0.000   0.000   0.000   0.000 0.000   3.252 410.791   0.000  0.000    0.000   39.871   39.871    0.000  0.089  0.236  0.709  3.322  0.073    0.000
  3 15  4   10    0.000    0.000   0.000   0.000   0.000 0.000   8.006 558.479   0.000  0.000    0.000   99.900   99.900    0.000  0.726  0.153  0.450  3.171  0.290    0.000
  4 15  4   10    0.000    0.000   0.000   0.000   0.000 0.000   3.156 442.186   0.000  0.000    0.000   41.445   41.445    0.000  0.231  0.300  0.482  3.171  0.203    0.000
  5 15  4   10    0.000    0.000   0.000   0.000   0.000 0.000   3.430 432.816   0.000  0.000    0.000   41.823   41.823    0.000  0.234  0.268  0.473  3.216  0.221    0.000
  6 15  4   10    0.000    0.000   0.000   0.000   0.000 0.000   2.735 717.803   0.000  0.000    0.000   41.515   41.515    0.000  0.232  0.149  0.150  3.721  0.222    0.000
  1  1  5   10    0.380    0.000   0.000   0.000   0.000 0.000   8.401 452.300   0.000  0.000    0.000   16.240   16.240    0.000  0.029  1.753  7.764  3.192  0.000    0.000
  2  1  5   10    0.380    0.000   0.000   0.000   0.000 0.000   8.374 426.224   0.000  0.000    0.000   16.226   16.226    0.000  0.029  1.808  7.905  3.192  0.000    0.000
  3  1  5   10    0.380    0.000   0.000   0.000   0.000 0.000   8.006 575.081   0.156  0.051    6.192   99.900   99.900    0.005  0.691  0.153  0.450  3.171  0.290    0.000
  4  1  5   10    0.380    0.000   0.000   0.000   0.000 0.000   8.370 459.174   0.000  0.000    0.000   26.160   26.160    0.000  0.131  2.159  9.444  3.189  0.000    0.000
  5  1  5   10    0.380    0.000   0.000   0.000   0.000 0.000   8.390 449.812   0.000  0.000    0.000   26.402   26.402    0.000  0.133  2.026  9.262  3.189  0.000    0.000
  6  1  5   10    0.380    0.000   0.000   0.000   0.000 0.000   6.841 707.039   0.000  0.000    0.000   26.206   26.206    0.000  0.131  1.851  2.927  3.760  0.000    0.000
  1 15  5   10    0.000    0.000   0.000   0.000   0.000 0.000   5.659 463.997   0.000  0.000    0.000    6.304    6.304    0.000  0.010  1.894  7.159  3.338  0.000    0.000
  2 15  5   10    0.000    0.000   0.000   0.000   0.000 0.000   5.446 440.798   0.000  0.000    0.000    6.292    6.292    0.000  0.010  2.120  7.287  3.331  0.000    0.000
  3 15  5   10    0.000    0.000   0.000   0.000   0.000 0.000   8.006 569.476   2.198  0.337   48.206   99.900   99.900    0.047  0.662  0.153  0.450  3.171  0.290    0.000
  4 15  5   10    0.000    0.000   0.000   0.000   0.000 0.000   5.390 467.018   0.000  0.000    0.000   11.429   11.429    0.000  0.052  2.845  8.306  3.322  0.000    0.000
  5 15  5   10    0.000    0.000   0.000   0.000   0.000 0.000   5.556 457.819   0.000  0.000    0.000   11.536   11.536    0.000  0.053  2.675  8.148  3.328  0.000    0.000
  6 15  5   10    0.000    0.000   0.000   0.000   0.000 0.000   4.719 705.414   0.000  0.000    0.000   11.453   11.453    0.000  0.053  2.410  2.580  3.927  0.000    0.000
  1 26  5   10   22.380    0.018  29.100   0.272   0.066 1.370   5.044 475.973   0.019  0.023    1.052    5.842    5.842    0.003  0.010  1.584  6.102  3.363  0.033    0.017
  2 26  5   10   22.380    0.039  32.077   0.583   0.066 1.029   4.779 452.623   0.019  0.023    1.052    5.830    5.830    0.003  0.010  1.818  6.202  3.344  0.045    0.278
  3 26  5   10   22.380    0.000   0.000   0.000   0.066 0.005   8.010 536.154   8.946  0.510   99.320   99.900   99.900    0.357  0.632  0.153  0.450  3.171  0.290    0.000
  4 26  5   10   22.380    0.190  30.379  10.696   0.264 1.016   4.730 474.545   0.019  0.023    1.052   11.012   11.012    0.003  0.050  2.428  6.877  3.337  0.057   15.277
  5 26  5   10   22.380    0.602  31.332  10.369   0.264 1.010   4.934 465.413   0.019  0.023    1.052   11.116   11.116    0.003  0.051  2.278  6.751  3.351  0.085  148.248
  6 26  5   10   22.380    0.661  31.753  10.110   0.264 0.942   4.221 712.207   0.019  0.023    1.052   11.036   11.036    0.003  0.051  2.004  2.142  3.911  0.089  156.558
  1 28  5   10   14.560    5.734  44.538  20.825   0.275 1.012   3.718 488.943   0.024  0.029    1.327    5.759    5.759    0.004  0.009  1.462  5.918  3.329  0.124  222.154
  2 28  5   10   14.560    6.072  44.538  22.051   0.275 0.964   3.352 463.800   0.024  0.029    1.327    5.747    5.747    0.004  0.009  1.758  6.014  3.309  0.134  361.748
  3 28  5   10   14.560    0.000   0.000   0.000   0.275 0.005   8.010 563.069   8.959  0.510   99.467   99.900   99.900    0.374  0.626  0.153  0.450  3.171  0.290    0.000
  4 28  5   10   14.560    0.817  44.538  92.862   0.131 1.019   3.371 480.744   0.024  0.029    1.327   10.936   10.936    0.004  0.050  2.345  6.636  3.301  0.109   65.372
  5 28  5   10   14.560    2.520  44.538  87.745   0.131 1.014   3.634 472.978   0.024  0.029    1.327   11.039   11.039    0.004  0.051  2.199  6.515  3.316  0.163  523.697
  6 28  5   10   14.560    0.586  44.538  18.103   0.131 1.186   3.009 778.029   0.021  0.025    1.170   10.960   10.960    0.003  0.050  1.928  2.068  3.875  0.106  373.203
  1 29  5   10    3.040    0.000   0.000   0.000   0.000 0.000   3.478 486.687   0.036  0.043    1.986    5.712    5.712    0.006  0.009  1.411  5.835  3.315  0.124    0.000
  2 29  5   10    3.040    0.000   0.000   0.000   0.000 0.000   3.085 461.641   0.036  0.043    1.986    5.700    5.700    0.006  0.009  1.732  5.928  3.294  0.134    0.000
  3 29  5   10    3.040    0.159   0.000   0.109   3.562 1.002   8.010 560.355   8.978  0.510   99.693   99.900   99.900    0.413  0.622  0.153  0.450  3.171  0.290    0.000
  4 29  5   10    3.040    0.005   0.000   0.131   3.562 1.002   3.123 480.709   0.036  0.043    1.986   10.892   10.892    0.006  0.050  2.310  6.524  3.286  0.109    0.000
  5 29  5   10    3.040    0.000   0.000   0.000   3.562 0.005   3.404 470.846   0.036  0.043    1.986   10.995   10.995    0.006  0.050  2.166  6.406  3.302  0.163    0.000
  6 29  5   10    3.040    0.000   0.000   0.000   0.000 0.000   2.754 771.031   0.033  0.039    1.805   10.918   10.918    0.005  0.050  1.896  2.034  3.859  0.106    0.000
  1  1  6   10    0.000    0.000   0.000   0.000   0.000 0.000   3.383 481.432   0.072  0.083    3.800    5.582    5.582    0.011  0.009  1.308  5.564  3.314  0.124    0.000
  2  1  6   10    0.000    0.000   0.000   0.000   0.000 0.000   2.972 456.642   0.072  0.083    3.800    5.570    5.570    0.011  0.009  1.630  5.651  3.291  0.134    0.000
  3  1  6   10    0.000    0.000   0.000   0.000   0.000 0.000   8.006 553.741   0.774  0.187   24.215   99.900   99.900    0.020  0.612  0.153  0.450  3.171  0.290    0.000
  4  1  6   10    0.000    0.000   0.000   0.000   0.000 0.000   3.020 475.597   0.072  0.083    3.800   10.771   10.771    0.011  0.049  2.172  6.172  3.283  0.109    0.000
  5  1  6   10    0.000    0.000   0.000   0.000   0.000 0.000   3.313 465.674   0.072  0.083    3.800   10.873   10.873    0.011  0.050  2.035  6.061  3.301  0.163    0.000
  6  1  6   10    0.000    0.000   0.000   0.000   0.000 0.000   2.655 758.427   0.067  0.077    3.552   10.797   10.797    0.010  0.049  1.769  1.926  3.850  0.106    0.000
  1  4  6   10    5.000    0.020   0.106   0.013   1.509 1.238   8.851 487.620   0.124  0.136    6.261    3.474    3.474    0.018  0.005  2.245  8.020  3.232  0.013    0.000
  2  4  6   10    5.000    0.548   0.106   0.363   1.509 1.002   8.851 459.915   0.124  0.136    6.261    3.466    3.466    0.018  0.005  2.252  8.142  3.227  0.039    0.281
  3  4  6   10    5.000    0.000   0.000   0.000   1.509 0.005   8.008 558.763   3.538  0.407   62.173   99.900   99.900    0.069  0.603  0.153  0.450  3.171  0.290    0.000
  4  4  6   10    5.000    0.230  44.501 273.911   0.012 1.018   5.529 478.461   0.124  0.136    6.261    8.522    8.522    0.018  0.039  3.006  8.811  3.226  0.152   21.068
  5  4  6   10    5.000    0.394  29.914 143.572   0.012 1.015   8.851 470.695   0.124  0.136    6.261    8.602    8.602    0.018  0.039  2.830  8.655  3.230  0.189  105.193
  6  4  6   10    5.000    0.001   0.106   0.188   0.012 2.450   7.189 767.396   0.117  0.129    5.921    8.542    8.542    0.017  0.039  2.570  2.752  3.789  0.026    5.802
  1  9  6   10   28.640    8.565  65.400  46.787   0.183 1.015   7.520 488.472   0.349  0.328   14.944    3.344    3.344    0.045  0.005  2.019  8.040  3.204  0.159  386.149
  2  9  6   10   28.640    8.574  65.400  46.836   0.183 0.964   7.439 463.329   0.349  0.328   14.944    3.336    3.336    0.045  0.005  2.103  8.158  3.200  0.168  594.244
  3  9  6   10   28.640    0.000   0.000   0.000   0.183 0.005   8.177 567.883   8.664  0.508   96.849   99.900   99.900    0.247  0.588  0.153  0.450  3.171  0.290    0.000
  4  9  6   10   28.640    0.676  65.400 134.057   0.075 1.018   7.430 480.272   0.349  0.328   14.944    8.362    8.362    0.045  0.038  2.806  8.725  3.198  0.152   74.788
  5  9  6   10   28.640    1.990  65.400 120.894   0.075 1.016   7.493 472.505   0.349  0.328   14.944    8.441    8.441    0.045  0.038  2.642  8.574  3.201  0.189  491.589
  6  9  6   10   28.640    0.321  65.400  17.300   0.075 1.315   6.164 802.631   0.305  0.294   13.417    8.381    8.381    0.040  0.038  2.406  2.731  3.766  0.104  293.053
  1 10  6   10   15.040    9.003  30.271  31.151   0.289 1.005   4.360 488.197   0.463  0.409   18.571    3.311    3.311    0.057  0.005  1.790  7.872  3.158  0.159  426.995
  2 10  6   10   15.040    9.141  26.478  31.628   0.289 0.957   4.092 462.450   0.463  0.409   18.571    3.304    3.304    0.057  0.005  2.016  7.987  3.153  0.168  668.812
  3 10  6   10   15.040    4.930  31.655  17.058   0.289 1.883   8.010 577.473   8.862  0.509   98.496   99.900   99.900    0.300  0.584  0.153  0.450  3.171  0.290   81.300
  4 10  6   10   15.040    5.194  31.824  17.971   0.289 1.093   4.088 480.062   0.463  0.409   18.571    8.323    8.323    0.057  0.038  2.690  8.518  3.151  0.152  787.335
  5 10  6   10   15.040    5.812  31.824  20.109   0.289 1.056   4.280 472.295   0.463  0.409   18.571    8.401    8.401    0.057  0.038  2.532  8.371  3.155  0.189 2027.787
  6 10  6   10   15.040    5.075  31.824  17.560   0.289 0.987   3.538 817.157   0.404  0.369   16.751    8.347    8.347    0.051  0.038  2.325  2.674  3.723  0.160 2006.011
  1 14  6   10   42.780   26.308  27.571  27.140   0.969 1.003   4.580 487.847   1.215  0.815   36.276    3.192    3.192    0.125  0.005  1.351  7.042  3.157  0.159 1207.673
  2 14  6   10   42.780   26.245  27.571  27.074   0.969 0.956   4.306 462.704   1.215  0.815   36.276    3.184    3.184    0.125  0.005  1.572  7.141  3.148  0.168 1893.964
  3 14  6   10   42.780   17.981  39.846  18.550   0.969 1.836  12.214 590.349   8.992  0.510   99.879   99.900   99.900    0.480  0.571  0.153  0.450  3.171  0.290  249.387
  4 14  6   10   42.780   18.546  34.221  19.132   0.969 1.085   4.415 479.645   1.215  0.815   36.276    8.174    8.174    0.125  0.037  2.095  7.537  3.146  0.154 2515.547
  5 14  6   10   42.780   19.833  27.571  20.460   0.969 1.051   4.611 471.878   1.215  0.815   36.276    8.252    8.252    0.125  0.037  1.971  7.409  3.153  0.189 6634.271
  6 14  6   10   42.780   18.699  27.571  19.289   0.969 0.972   3.814 830.040   1.069  0.746   33.344    8.203    8.203    0.113  0.037  1.822  2.381  3.708  0.164 6671.439
  1 15  6   10    0.000    0.000   0.000   0.000   0.000 0.000   3.159 483.978   1.418  0.905   40.125    3.165    3.165    0.143  0.005  1.187  6.836  3.125  0.159    0.000
  2 15  6   10    0.000    0.000   0.000   0.000   0.000 0.000   2.715 458.933   1.418  0.905   40.125    3.157    3.157    0.143  0.005  1.478  6.931  3.116  0.168    0.000
  3 15  6   10    0.000    0.000   0.000   0.000   0.000 0.000   5.529 586.322   8.995  0.510   99.921   99.900   99.900    0.511  0.568  0.153  0.450  3.171  0.290    0.000
  4 15  6   10    0.000    0.000   0.000   0.000   0.000 0.000   2.779 475.783   1.418  0.905   40.125    8.140    8.140    0.143  0.037  1.970  7.299  3.114  0.154    0.000
  5 15  6   10    0.000    0.000   0.000   0.000   0.000 0.000   3.094 468.016   1.418  0.905   40.125    8.217    8.217    0.143  0.037  1.853  7.176  3.122  0.189    0.000
  6 15  6   10    0.000    0.000   0.000   0.000   0.000 0.000   2.326 817.929   1.256  0.833   37.064    8.171    8.171    0.129  0.037  1.714  2.309  3.675  0.164    0.000
  1 22  6   10   12.900    0.476  51.409  10.936   0.044 1.002   3.841 463.527   3.205  1.815   76.191    2.958    2.958    0.399  0.005  0.684  5.421  3.143  0.159   19.588
