 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
  2  1  9    3    0.000    0.000   0.000   0.000   0.000 0.000   1.129 689.456   0.000  0.000    0.000   46.242   46.242    0.000  0.256  0.134  0.210  3.533  0.118    0.000
  1 15  9    3    0.000    0.000   0.000   0.000   0.000 0.000   0.699 447.200   3.500  2.601   85.851    3.250    3.250    2.958  0.012  0.172  0.335  3.500  0.101    0.000
  2 15  9    3    0.000    0.000   0.000   0.000   0.000 0.000   1.108 670.848   0.000  0.000    0.000   44.114   44.114    0.000  0.239  0.134  0.216  3.527  0.118    0.000
  1 21  9    3   16.150    0.334 109.333   4.354   0.077 1.069   1.205 457.189   3.500  2.601   78.863    4.471    4.471    2.952  0.017  0.179  0.309  3.500  0.101    0.039
  2 21  9    3   16.150    0.725  93.571   9.460   0.077 1.050   1.100 677.505   0.000  0.000    0.000   43.348   43.348    0.000  0.234  0.134  0.217  3.525  0.118    0.060
  1  1 10    3    3.880    0.000   0.000   0.000   0.000 0.000   1.144 452.405   3.500  2.601   67.217    6.446    6.446    2.942  0.026  0.186  0.272  3.500  0.101    0.000
  2  1 10    3    3.880    0.000   0.000   0.000   0.000 0.000   1.090 672.796   0.000  0.000    0.000   42.328   42.328    0.000  0.226  0.134  0.220  3.517  0.118    0.000
  1 15 10    3    0.000    0.000   0.000   0.000   0.000 0.000   0.736 455.254   0.000  0.000    0.000    6.931    6.931    0.000  1.610  0.178  0.230  3.500  0.101    0.000
  2 15 10    3    0.000    0.000   0.000   0.000   0.000 0.000   1.083 674.839   0.000  0.000    0.000   41.643   41.643    0.000  0.221  0.134  0.221  3.512  0.118    0.000
  1  1 11    3    0.000    0.000   0.000   0.000   0.000 0.000   3.333 494.976   0.000  0.000    0.000   68.089   68.089    0.000  0.563  0.388  2.078  3.976  0.000    0.000
  2  1 11    3    0.000    0.000   0.000   0.000   0.000 0.000   1.072 701.562   0.000  0.000    0.000   40.528   40.528    0.000  0.213  0.134  0.224  3.500  0.118    0.000
  1 15 11    3    9.830    0.000   0.000   0.000   0.000 0.000   3.324 488.698   0.000  0.000    0.000   67.612   67.612    0.000  0.547  0.391  2.157  3.962  0.000    0.000
  2 15 11    3    9.830    0.000   0.000   0.000   0.000 0.000   1.062 684.235   0.000  0.000    0.000   39.592   39.592    0.000  0.207  0.134  0.226  3.500  0.118    0.000
  1  1 12    3    0.000    0.000   0.000   0.000   0.000 0.000   2.480 507.601   0.000  0.000    0.000   67.600   67.600    0.000  0.538  0.292  1.630  3.887  0.000    0.000
  2  1 12    3    0.000    0.000   0.000   0.000   0.000 0.000   1.057 684.251   0.000  0.000    0.000   39.063   39.063    0.000  0.203  0.134  0.227  3.500  0.118    0.000
  1 15 12    3    0.000    0.000   0.000   0.000   0.000 0.000   2.475 497.985   0.000  0.000    0.000   68.057   68.057    0.000  0.538  0.239  1.260  3.887  0.000    0.000
  2 15 12    3    0.000    0.000   0.000   0.000   0.000 0.000   1.057 661.689   0.000  0.000    0.000   39.055   39.055    0.000  0.203  0.134  0.227  3.500  0.118    0.000
  1  1  1    4    0.000    0.000   0.000   0.000   0.000 0.000   2.450 512.406   0.000  0.000    0.000   68.467   68.467    0.000  0.537  0.191  0.931  3.874  0.000    0.000
  2  1  1    4    0.000    0.000   0.000   0.000   0.000 0.000   1.057 666.232   0.000  0.000    0.000   38.999   38.999    0.000  0.202  0.134  0.227  3.500  0.118    0.000
  1 15  1    4    0.000    0.000   0.000   0.000   0.000 0.000   2.446 506.079   0.000  0.000    0.000   68.802   68.802    0.000  0.536  0.163  0.731  3.874  0.000    0.000
  2 15  1    4    0.000    0.000   0.000   0.000   0.000 0.000   1.057 649.635   0.000  0.000    0.000   39.002   39.002    0.000  0.202  0.134  0.227  3.500  0.118    0.000
  1 23  1    4    8.420    0.000   0.000   0.000   0.000 0.000   2.435 552.627   0.000  0.000    0.000   68.814   68.814    0.000  0.534  0.151  0.643  3.868  0.000    0.000
  2 23  1    4    8.420    0.538   0.000   0.131  20.241 1.001   1.055 690.507   0.000  0.000    0.000   38.872   38.872    0.000  0.201  0.134  0.227  3.500  0.118    0.000
  1  1  2    4    0.000    0.000   0.000   0.000   0.000 0.000   0.000 533.991   0.000  0.000    0.000   68.952   68.952    0.000  0.533  0.134  0.210  3.861  0.000    0.000
  2  1  2    4    0.000    0.000   0.000   0.000   0.000 0.000   0.000 657.387   0.000  0.000    0.000   38.843   38.843    0.000  0.201  0.134  0.210  3.500  0.118    0.000
  1  4  2    4    8.000    3.455   0.000   1.107   3.121 1.001   0.000 534.247   0.000  0.000    0.000   68.979   68.979    0.000  0.533  0.134  0.210  3.861  0.035    0.000
  2  4  2    4    8.000    4.046   0.000   1.296   3.121 1.001   0.000 652.787   0.000  0.000    0.000   38.821   38.821    0.000  0.201  0.134  0.210  3.500  0.118    0.000
  1  5  2    4   14.370    2.706   0.000   0.858   3.154 1.001   0.000 537.996   0.000  0.000    0.000   68.986   68.986    0.000  0.533  0.134  0.210  3.854  0.035    0.000
  2  5  2    4   14.370    3.081   0.000   0.977   3.154 1.001   0.000 653.711   0.000  0.000    0.000   38.812   38.812    0.000  0.201  0.134  0.210  3.500  0.118    0.000
  1  6  2    4    0.000    5.629   0.000   1.415   3.978 1.001   0.000 541.043   0.000  0.000    0.000   68.992   68.992    0.000  0.533  0.134  0.210  3.854  0.037    0.000
  2  6  2    4    0.000    6.065   0.000   1.525   3.978 1.001   0.000 653.649   0.000  0.000    0.000   38.802   38.802    0.000  0.201  0.134  0.210  3.500  0.118    0.000
  1  7  2    4    5.760    0.629   0.000   0.202   3.109 1.001   0.000 545.471   0.000  0.000    0.000   68.999   68.999    0.000  0.533  0.134  0.210  3.854  0.037    0.000
  2  7  2    4    5.760    1.255   0.000   0.404   3.109 1.001   0.000 653.899   0.000  0.000    0.000   38.794   38.794    0.000  0.201  0.134  0.210  3.500  0.118    0.000
  1 15  2    4    0.000    0.000   0.000   0.000   0.000 0.000   0.000 523.392   0.000  0.000    0.000   69.122   69.122    0.000  0.532  0.134  0.210  3.854  0.037    0.000
  2 15  2    4    0.000    0.000   0.000   0.000   0.000 0.000   0.000 619.191   0.000  0.000    0.000   38.786   38.786    0.000  0.201  0.134  0.210  3.500  0.118    0.000
  1 19  2    4   11.020    9.219   0.000   1.606   5.742 1.001   0.000 520.661   0.000  0.000    0.000   69.157   69.157    0.000  0.532  0.134  0.210  3.854  0.039    0.000
  2 19  2    4   11.020    9.771   0.000   1.702   5.742 1.001   0.000 614.101   0.000  0.000    0.000   38.764   38.764    0.000  0.201  0.134  0.210  3.500  0.118    0.000
  1  1  3    4    0.000    0.000   0.000   0.000   0.000 0.000   0.000 510.404   0.000  0.000    0.000   69.289   69.289    0.000  0.532  0.134  0.210  3.846  0.039    0.000
  2  1  3    4    0.000    0.000   0.000   0.000   0.000 0.000   0.000 599.856   0.000  0.000    0.000   38.755   38.755    0.000  0.200  0.134  0.210  3.500  0.118    0.000
  1  4  3    4    0.000    4.200   0.000   2.382   1.763 1.001   0.000 513.491   0.000  0.000    0.000   69.303   69.303    0.000  0.531  0.134  0.210  3.846  0.044    0.000
  2  4  3    4    0.000    5.187   0.000   2.942   1.763 1.001   0.000 598.254   0.000  0.000    0.000   38.733   38.733    0.000  0.200  0.134  0.210  3.500  0.118    0.000
  1  8  3    4   12.380    7.379   1.713   6.999   1.054 1.251   0.000 535.514   0.000  0.000    0.000   69.102   69.102    0.000  0.528  0.134  0.336  3.844  0.061    0.010
  2  8  3    4   12.380    8.306   1.719   7.877   1.054 1.175   0.000 639.506   0.000  0.000    0.000   38.524   38.524    0.000  0.199  0.134  0.228  3.500  0.118    0.015
  1 15  3    4    0.000    0.000   0.000   0.000   0.000 0.000   2.032 547.493   0.000  0.000    0.000   68.847   68.847    0.000  0.523  0.134  0.311  3.827  0.061    0.000
  2 15  3    4    0.000    0.000   0.000   0.000   0.000 0.000   1.049 654.935   0.000  0.000    0.000   38.244   38.244    0.000  0.197  0.134  0.229  3.500  0.118    0.000
  1 24  3    4   33.290    0.000   0.000   0.000   0.000 0.000   2.750 579.759   0.000  0.000    0.000   68.592   68.592    0.000  0.518  0.134  0.281  3.820  0.061    0.000
  2 24  3    4   33.290    0.877   8.369   6.603   0.653 1.003   1.585 684.468   0.000  0.000    0.000   37.952   37.952    0.000  0.195  0.134  0.229  3.500  0.118    0.011
  1 27  3    4   16.500    0.000   0.000   0.000   0.000 0.000   1.606 587.158   0.000  0.000    0.000   68.477   68.477    0.000  0.516  0.134  0.273  3.800  0.061    0.000
  2 27  3    4   16.500    0.364   9.102   7.052   0.254 1.003   1.045 688.057   0.000  0.000    0.000   37.832   37.832    0.000  0.194  0.134  0.230  3.500  0.118    0.005
  1  1  4    4    0.000    0.000   0.000   0.000   0.000 0.000   1.547 572.307   0.000  0.000    0.000   67.939   67.939    0.000  0.507  0.134  0.263  3.789  0.061    0.000
  2  1  4    4    0.000    0.000   0.000   0.000   0.000 0.000   1.040 673.371   0.000  0.000    0.000   37.355   37.355    0.000  0.191  0.134  0.231  3.500  0.118    0.000
  1  2  4    4   12.400    0.000   0.000   0.000   0.000 0.000   1.546 580.246   0.000  0.000    0.000   67.846   67.846    0.000  0.506  0.134  0.261  3.788  0.061    0.000
  2  2  4    4   12.400    0.238  10.975   3.646   0.321 1.003   1.039 679.267   0.000  0.000    0.000   37.273   37.273    0.000  0.191  0.134  0.232  3.500  0.118    0.004
  1  5  4    4   10.780    0.147  58.857   1.498   0.098 1.197   1.508 581.316   0.000  0.000    0.000   67.557   67.557    0.000  0.502  0.134  0.255  3.781  0.061    0.005
  2  5  4    4   10.780    0.707  58.857   7.231   0.098 1.055   1.037 678.010   0.000  0.000    0.000   37.018   37.018    0.000  0.189  0.134  0.232  3.500  0.118    0.018
  1 15  4    4    6.050    0.000   0.000   0.000   0.000 0.000   1.463 573.750   0.000  0.000    0.000   66.397   66.397    0.000  0.485  0.134  0.239  3.770  0.061    0.000
  2 15  4    4    6.050    0.000   0.000   0.000   0.000 0.000   1.027 671.554   0.000  0.000    0.000   36.028   36.028    0.000  0.182  0.134  0.236  3.500  0.118    0.000
  1 22  4    4   26.250    0.000   0.000   0.000   0.000 0.000   1.927 605.967   0.000  0.000    0.000   65.807   65.807    0.000  0.477  0.134  0.228  3.756  0.061    0.000
  2 22  4    4   26.250    0.254   9.947   2.067   0.603 1.003   1.294 702.150   0.000  0.000    0.000   35.521   35.521    0.000  0.179  0.134  0.237  3.500  0.118    0.004
  1  1  5    4    0.000    0.000   0.000   0.000   0.000 0.000   1.356 608.584   0.000  0.000    0.000   64.825   64.825    0.000  0.463  0.134  0.217  3.727  0.061    0.000
  2  1  5    4    0.000    0.000   0.000   0.000   0.000 0.000   1.014 700.688   0.000  0.000    0.000   34.713   34.713    0.000  0.174  0.134  0.240  3.500  0.118    0.000
  1  7  5    4   14.370    0.000   0.000   0.000   0.000 0.000   1.349 615.422   0.000  0.000    0.000   64.122   64.122    0.000  0.454  0.134  0.212  3.723  0.061    0.000
  2  7  5    4   14.370    0.486  29.154  25.932   0.092 1.003   1.008 698.017   0.000  0.000    0.000   34.148   34.148    0.000  0.171  0.134  0.242  3.500  0.118    0.022
  1 10  5    4   34.780    0.447  18.808   1.659   0.269 1.180   2.332 643.370   0.000  0.000    0.000   63.911   63.911    0.000  0.451  0.134  0.210  3.716  0.061    0.005
  2 10  5    4   34.780    1.540  19.163   5.720   0.269 1.067   1.535 715.870   0.000  0.000    0.000   33.974   33.974    0.000  0.170  0.134  0.242  3.500  0.118    0.015
  1 12  5    4   18.120    0.027  23.800   0.307   0.088 1.125   1.326 652.746   0.000  0.000    0.000   63.687   63.687    0.000  0.448  0.134  0.210  3.702  0.061    0.000
  2 12  5    4   18.120    0.116  23.800   1.317   0.088 1.041   1.009 720.371   0.000  0.000    0.000   33.795   33.795    0.000  0.168  0.134  0.243  3.500  0.118    0.001
  1 13  5    4   14.110    0.000   0.000   0.000   0.000 0.000   1.313 661.971   0.000  0.000    0.000   63.596   63.596    0.000  0.447  0.134  0.210  3.695  0.061    0.000
  2 13  5    4   14.110    0.303   7.793   3.685   0.405 1.003   1.004 725.927   0.000  0.000    0.000   33.723   33.723    0.000  0.168  0.134  0.243  3.500  0.118    0.004
  1 15  5    4    0.000    0.000   0.000   0.000   0.000 0.000   3.333 656.233   0.000  0.000    0.000   41.567   41.567    0.000  0.236  0.785  2.486  3.752  0.000    0.000
  2 15  5    4    0.000    0.000   0.000   0.000   0.000 0.000   1.002 717.144   0.000  0.000    0.000   33.591   33.591    0.000  0.167  0.134  0.244  3.500  0.118    0.000
  1  1  6    4    0.000    0.000   0.000   0.000   0.000 0.000   3.156 653.118   0.010  0.003    1.491   17.685   17.685    0.001  0.085  1.388  2.540  3.946  0.000    0.000
  2  1  6    4    0.000    0.000   0.000   0.000   0.000 0.000   0.982 688.586   0.000  0.000    0.000   31.553   31.553    0.000  0.155  0.134  0.250  3.500  0.118    0.000
  1  2  6    4   17.350    0.000   0.000   0.000   0.000 0.000   3.156 663.695   0.010  0.003    1.491   17.607   17.607    0.001  0.084  1.391  2.553  3.946  0.000    0.000
  2  2  6    4   17.350    0.153  18.381   4.047   0.186 1.003   0.981 697.019   0.000  0.000    0.000   31.426   31.426    0.000  0.154  0.134  0.251  3.500  0.118    0.004
  1 13  6    4   21.120    0.020  26.875   0.291   0.070 1.155   3.132 682.259   0.036  0.012    5.367   13.359   13.359    0.004  0.062  1.477  2.614  3.752  0.023    0.003
  2 13  6    4   21.120    0.144  26.875   2.047   0.070 1.115   1.053 701.550   0.000  0.000    0.000   29.902   29.902    0.000  0.145  0.137  0.256  3.500  0.118    0.005
  1 15  6    4   48.560   11.355  18.672  14.721   0.771 1.199   2.577 718.723   0.052  0.017    7.505   13.230   13.230    0.006  0.062  1.358  2.540  3.721  0.076    1.494
  2 15  6    4   48.560   12.700  19.653  16.464   0.771 1.189   1.803 729.926   0.000  0.000    0.000   29.642   29.642    0.000  0.144  0.138  0.256  3.500  0.118    1.575
  1 19  6    4   21.330    3.919  34.600  20.120   0.195 1.167   1.379 720.337   0.097  0.030   13.218   12.980   12.980    0.010  0.060  1.168  2.396  3.688  0.084    0.885
  2 19  6    4   21.330    4.139  34.600  21.248   0.195 1.159   1.049 727.540   0.000  0.000    0.000   29.169   29.169    0.000  0.141  0.139  0.258  3.500  0.118    0.932
  1 20  6    4   19.160    3.479  17.106   8.870   0.392 1.171   1.229 728.119   0.112  0.035   15.076   12.917   12.917    0.012  0.060  1.119  2.361  3.677  0.084    0.354
  2 20  6    4   19.160    3.734  17.106   9.520   0.392 1.161   0.989 733.578   0.000  0.000    0.000   29.049   29.049    0.000  0.140  0.140  0.258  3.500  0.118    0.375
  1  1  7    4    0.000    0.000   0.000   0.000   0.000 0.000   1.034 687.758   0.481  0.128   45.679   12.225   12.225    0.045  0.057  0.648  2.004  3.662  0.084    0.000
  2  1  7    4    0.000    0.000   0.000   0.000   0.000 0.000   0.943 693.632   0.000  0.000    0.000   27.652   27.652    0.000  0.132  0.145  0.263  3.500  0.118    0.000
  1  4  7    4   38.940    0.000   0.000   0.000   0.000 0.000   2.473 712.906   0.654  0.165   54.650   12.046   12.046    0.059  0.056  0.514  1.909  3.660  0.084    0.000
  2  4  7    4   38.940    0.570   9.812   4.946   0.567 1.003   1.469 719.429   0.000  0.000    0.000   27.279   27.279    0.000  0.130  0.147  0.264  3.500  0.118    0.009
  1  5  7    4   18.820    0.000   0.000   0.000   0.000 0.000   1.374 725.301   0.705  0.175   56.881   11.987   11.987    0.064  0.056  0.480  1.880  3.645  0.084    0.000
  2  5  7    4   18.820    0.415   8.665   4.106   0.497 1.003   0.960 730.136   0.000  0.000    0.000   27.173   27.173    0.000  0.129  0.147  0.264  3.500  0.118    0.006
  1 11  7    4   23.730    8.124  93.706  44.806   0.181 1.115   1.830 706.027   1.315  0.289   75.258   11.643   11.643    0.112  0.054  0.283  1.700  3.633  0.107    1.861
  2 11  7    4   23.730   11.214  60.600  61.844   0.181 1.100   1.073 708.643   0.000  0.000    0.000   26.490   26.490    0.000  0.126  0.150  0.267  3.500  0.126    2.150
  1 15  7    4    4.000    0.000   0.000   0.000   0.000 0.000   1.494 681.554   1.917  0.395   85.097   11.397   11.397    0.165  0.053  0.194  1.584  3.621  0.107    0.000
  2 15  7    4    4.000    0.000   0.000   0.000   0.000 0.000   0.926 703.233   0.000  0.000    0.000   25.984   25.984    0.000  0.123  0.152  0.268  3.500  0.126    0.000
  1  1  8    4    0.000    0.000   0.000   0.000   0.000 0.000   0.856 562.872   3.582  0.761   97.046   10.657   10.657    0.467  0.049  0.134  1.110  3.607  0.107    0.000
  2  1  8    4    0.000    0.000   0.000   0.000   0.000 0.000   0.905 680.474   0.000  0.000    0.000   23.829   23.829    0.000  0.111  0.161  0.275  3.500  0.126    0.000
  1 13  8    4    5.900    0.000   0.000   0.000   0.000 0.000   1.403 525.451   3.657  0.776   28.502   58.781   58.781    0.315  0.166  0.134  0.943  3.599  0.107    0.000
  2 13  8    4    5.900    0.015  44.750   2.823   0.026 1.003   0.890 673.706   0.000  0.000    0.000   22.355   22.355    0.000  0.103  0.167  0.280  3.500  0.126    0.001
  1 15  8    4    0.000    0.000   0.000   0.000   0.000 0.000   1.338 522.834   3.657  0.776   15.989   64.409   64.409    0.284  0.195  0.134  0.922  3.596  0.107    0.000
  2 15  8    4    0.000    0.000   0.000   0.000   0.000 0.000   0.888 672.310   0.000  0.000    0.000   22.142   22.142    0.000  0.102  0.168  0.281  3.500  0.126    0.000
  1 20  8    4   43.560    2.971  28.059   9.508   0.312 1.126   3.084 557.693   3.657  0.776    9.732   68.385   68.385    0.268  0.203  0.134  0.870  3.593  0.107    0.067
  2 20  8    4   43.560    5.907  29.514  18.903   0.312 1.063   1.396 690.071   0.000  0.000    0.000   21.629   21.629    0.000  0.099  0.170  0.282  3.500  0.126    0.137
  1 31  8    4   36.600    0.706 101.286   2.028   0.348 1.053   2.520 552.542   3.657  0.776    9.732   64.361   64.361    0.268  0.182  0.134  0.780  3.571  0.107    0.050
  2 31  8    4   36.600    4.343  33.250  12.471   0.348 1.026   1.226 686.057   0.000  0.000    0.000   20.534   20.534    0.000  0.094  0.176  0.286  3.500  0.126    0.110
  1  1  9    4   20.950    6.663  27.744  28.030   0.238 1.104   1.536 563.972   3.657  0.776    9.732   63.968   63.968    0.268  0.180  0.134  0.772  3.560  0.107    0.179
  2  1  9    4   20.950    7.319  27.744  30.792   0.238 1.066   0.927 692.247   0.000  0.000    0.000   20.436   20.436    0.000  0.093  0.176  0.286  3.500  0.126    0.286
  1 10  9    4   24.630    7.043  26.117  17.643   0.399 1.103   1.718 552.401   3.657  0.776    9.732   60.946   60.946    0.268  0.165  0.134  0.704  3.548  0.107    0.174
  2 10  9    4   24.630    7.945  26.117  19.900   0.399 1.070   0.985 693.563   0.000  0.000    0.000   19.698   19.698    0.000  0.090  0.179  0.288  3.500  0.126    0.261
  1 13  9    4   24.850    6.682  34.324  21.130   0.316 1.104   1.714 560.344   3.657  0.776    9.732   59.868   59.868    0.268  0.161  0.134  0.683  3.540  0.107    0.215
  2 13  9    4   24.850    7.381  34.676  23.341   0.316 1.069   0.985 698.904   0.000  0.000    0.000   19.441   19.441    0.000  0.088  0.181  0.289  3.500  0.126    0.327
  1 15  9    4    2.090    0.000   0.000   0.000   0.000 0.000   1.304 565.280   3.657  0.776    9.732   59.175   59.175    0.268  0.158  0.134  0.670  3.531  0.107    0.000
  2 15  9    4    2.090    0.000   0.000   0.000   0.000 0.000   0.859 699.961   0.000  0.000    0.000   19.277   19.277    0.000  0.087  0.182  0.290  3.500  0.126    0.000
  1 21  9    4  103.880   53.219  40.034  64.937   0.820 1.082   6.118 593.751   3.657  0.776    9.732   57.051   57.051    0.268  0.149  0.134  0.632  3.527  0.119    2.271
  2 21  9    4  103.880   52.886  36.557  64.531   0.820 1.050   2.349 739.551   0.000  0.000    0.000   18.775   18.775    0.000  0.085  0.184  0.291  3.500  0.128    3.794
  1 23  9    4   14.600    0.000   0.000   0.000   0.000 0.000   1.276 601.793   3.657  0.776    9.732   56.397   56.397    0.268  0.146  0.134  0.619  3.504  0.119    0.000
  2 23  9    4   14.600    0.131   4.744   1.598   0.404 1.003   0.853 743.821   0.000  0.000    0.000   18.637   18.637    0.000  0.084  0.185  0.292  3.500  0.128    0.001
  1 25  9    4   11.950    0.000   0.000   0.000   0.000 0.000   1.271 607.947   3.657  0.776    9.732   55.914   55.914    0.268  0.144  0.134  0.606  3.501  0.119    0.000
  2 25  9    4   11.950    0.323   7.241   5.021   0.316 1.003   0.852 744.673   0.000  0.000    0.000   18.525   18.525    0.000  0.084  0.185  0.292  3.500  0.128    0.005
  1  1 10    4    0.000    0.000   0.000   0.000   0.000 0.000   1.217 584.252   3.657  0.776    9.732   54.411   54.411    0.268  0.138  0.134  0.569  3.500  0.119    0.000
  2  1 10    4    0.000    0.000   0.000   0.000   0.000 0.000   0.848 717.461   0.000  0.000    0.000   18.180   18.180    0.000  0.082  0.187  0.293  3.500  0.128    0.000
  1 15 10    4    0.000    0.000   0.000   0.000   0.000 0.000   1.229 551.897   0.000  0.000    0.000   56.092   56.092    0.000  0.150  0.134  0.531  3.500  0.119    0.000
  2 15 10    4    0.000    0.000   0.000   0.000   0.000 0.000   0.841 677.522   0.000  0.000    0.000   17.445   17.445    0.000  0.078  0.191  0.295  3.500  0.128    0.000
  1 23 10    4   13.510    0.010  20.500   0.168   0.060 1.005   1.210 564.930   0.000  0.000    0.000   54.308   54.308    0.000  0.143  0.134  0.496  3.500  0.119    0.000
  2 23 10    4   13.510    0.031  20.500   0.525   0.060 1.004   0.837 683.097   0.000  0.000    0.000   17.044   17.044    0.000  0.076  0.193  0.297  3.500  0.128    0.000
  1  1 11    4    0.000    0.000   0.000   0.000   0.000 0.000   3.333 555.365   0.000  0.000    0.000   28.256   28.256    0.000  0.057  1.181  4.210  3.976  0.000    0.000
  2  1 11    4    0.000    0.000   0.000   0.000   0.000 0.000   0.834 668.172   0.000  0.000    0.000   16.725   16.725    0.000  0.075  0.194  0.298  3.500  0.128    0.000
  1 12 11    4   44.080    0.000   0.000   0.000   0.000 0.000   3.539 593.049   0.000  0.000    0.000   27.334   27.334    0.000  0.055  1.212  4.295  3.976  0.000    0.000
  2 12 11    4   44.080    0.331   8.276   3.789   0.429 1.003   1.228 698.405   0.000  0.000    0.000   16.425   16.425    0.000  0.073  0.196  0.299  3.500  0.128    0.006
  1 15 11    4    0.000    0.000   0.000   0.000   0.000 0.000   2.173 587.305   0.000  0.000    0.000   27.203   27.203    0.000  0.054  1.046  4.069  3.848  0.000    0.000
  2 15 11    4    0.000    0.000   0.000   0.000   0.000 0.000   0.830 691.147   0.000  0.000    0.000   16.381   16.381    0.000  0.073  0.196  0.299  3.500  0.128    0.000
  1  1 12    4    0.000    0.000   0.000   0.000   0.000 0.000   0.029 566.530   0.000  0.000    0.000   26.741   26.741    0.000  0.053  0.134  0.210  3.837  0.000    0.000
  2  1 12    4    0.000    0.000   0.000   0.000   0.000 0.000   0.829 664.889   0.000  0.000    0.000   16.227   16.227    0.000  0.072  0.134  0.210  3.500  0.128    0.000
  1 15 12    4    0.000    0.000   0.000   0.000   0.000 0.000   0.000 547.398   0.000  0.000    0.000   26.600   26.600    0.000  0.053  0.134  0.210  3.837  0.000    0.000
  2 15 12    4    0.000    0.000   0.000   0.000   0.000 0.000   0.000 634.307   0.000  0.000    0.000   16.177   16.177    0.000  0.072  0.134  0.210  3.500  0.128    0.000
  1 19 12    4    0.000    0.000   0.000   0.000   0.000 0.000   0.000 552.615   0.000  0.000    0.000   26.562   26.562    0.000  0.053  0.134  0.210  3.837  0.000    0.000
  2 19 12    4    0.000    0.087   0.000   0.716   0.599 1.001   0.000 633.200   0.000  0.000    0.000   16.164   16.164    0.000  0.072  0.134  0.210  3.500  0.128    0.000
  1  1  1    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 550.482   0.000  0.000    0.000   26.360   26.360    0.000  0.052  0.134  0.210  3.837  0.000    0.000
  2  1  1    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 625.128   0.000  0.000    0.000   16.095   16.095    0.000  0.072  0.134  0.210  3.500  0.128    0.000
  1  6  1    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 548.363   0.000  0.000    0.000   26.321   26.321    0.000  0.052  0.134  0.210  3.837  0.000    0.000
  2  6  1    5    0.000    0.038   0.000   0.353   0.529 1.001   0.000 618.316   0.000  0.000    0.000   16.081   16.081    0.000  0.072  0.134  0.210  3.500  0.128    0.000
  1 15  1    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 535.799   0.000  0.000    0.000   26.317   26.317    0.000  0.052  0.134  0.210  3.837  0.000    0.000
  2 15  1    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 603.909   0.000  0.000    0.000   16.078   16.078    0.000  0.072  0.134  0.210  3.500  0.128    0.000
  1  1  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 534.518   0.000  0.000    0.000   26.276   26.276    0.000  0.052  0.134  0.210  3.836  0.000    0.000
  2  1  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 592.126   0.000  0.000    0.000   16.062   16.062    0.000  0.071  0.134  0.210  3.500  0.128    0.000
  1 13  2    5    0.000   25.524   0.000   3.886   6.568 1.001   0.000 528.311   0.000  0.000    0.000   26.167   26.167    0.000  0.052  0.134  0.210  3.836  0.051    0.000
  2 13  2    5    0.000   25.850   0.000   3.936   6.568 1.001   0.000 581.129   0.000  0.000    0.000   16.024   16.024    0.000  0.071  0.134  0.210  3.500  0.128    0.000
  1 14  2    5    0.000    6.755   0.000   2.306   2.929 1.001   0.000 538.901   0.000  0.000    0.000   26.126   26.126    0.000  0.052  0.134  0.210  3.836  0.051    0.000
  2 14  2    5    0.000    7.990   0.000   2.727   2.929 1.001   0.000 585.772   0.000  0.000    0.000   16.011   16.011    0.000  0.071  0.134  0.210  3.500  0.128    0.000
  1 15  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 556.516   0.000  0.000    0.000   26.071   26.071    0.000  0.051  0.134  0.210  3.836  0.051    0.000
  2 15  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 599.931   0.000  0.000    0.000   15.993   15.993    0.000  0.071  0.134  0.210  3.500  0.128    0.000
  1 23  2    5    0.000    0.000   0.000   0.000   0.000 0.000   0.000 567.259   0.000  0.000    0.000   25.615   25.615    0.000  0.050  0.134  0.210  3.835  0.051    0.000
  2 23  2    5    0.000    0.431   0.000   2.344   0.905 1.001   0.000 611.850   0.000  0.000    0.000   15.842   15.842    0.000  0.070  0.134  0.210  3.500  0.128    0.000
  1 27  2    5    3.410    2.595   0.000   0.957   2.712 1.001   0.000 564.956   0.000  0.000    0.000   25.583   25.583    0.000  0.050  0.134  0.210  3.835  0.051    0.000
  2 27  2    5    3.410    3.025   0.000   1.115   2.712 1.001   0.000 607.897   0.000  0.000    0.000   15.831   15.831    0.000  0.070  0.134  0.210  3.500  0.128    0.000
  1  1  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 572.102   0.000  0.000    0.000   25.539   25.539    0.000  0.050  0.134  0.210  3.830  0.051    0.000
  2  1  3    5    0.000    0.000   0.000   0.000   0.000 0.000   0.001 613.975   0.000  0.000    0.000   15.816   15.816    0.000  0.070  0.134  0.210  3.500  0.128    0.000
  1 15  3    5    0.000    0.000   0.000   0.000   0.000 0.000   2.020 582.361   0.000  0.000    0.000   25.062   25.062    0.000  0.049  0.334  0.591  3.803  0.051    0.000
