 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
  1 12  2    1   15.530    4.797   0.000   0.597   8.028 1.001   0.000 546.336   0.000  0.000    0.000   89.748   89.748    0.000  0.990  0.134  0.210  3.512  0.042    0.000
  2 12  2    1   15.530    4.841   0.000   0.603   8.028 1.001   0.000 520.527   0.000  0.000    0.000   58.965   58.965    0.000  0.186  0.134  0.210  3.500  0.150    0.000
  1 15  2    1    0.000    0.000   0.000   0.000   0.000 0.000   0.000 542.757   0.000  0.000    0.000   89.748   89.748    0.000  0.990  0.134  0.210  3.512  0.042    0.000
  2 15  2    1    0.000    0.000   0.000   0.000   0.000 0.000   0.000 516.713   0.000  0.000    0.000   59.029   59.029    0.000  0.186  0.134  0.210  3.500  0.150    0.000
  1 18  2    1    0.000    0.318   0.000   0.259   1.232 1.001   0.000 541.873   0.000  0.000    0.000   89.740   89.740    0.000  0.990  0.134  0.210  3.512  0.042    0.000
  2 18  2    1    0.000    0.318   0.000   0.258   1.232 1.001   0.000 516.063   0.000  0.000    0.000   59.072   59.072    0.000  0.186  0.134  0.210  3.500  0.150    0.000
  1 19  2    1    0.000   22.679   0.000   3.606   6.290 1.001   0.000 542.312   0.000  0.000    0.000   89.716   89.716    0.000  0.989  0.134  0.210  3.512  0.050    0.000
  2 19  2    1    0.000   22.538   0.000   3.583   6.290 1.001   0.000 517.018   0.000  0.000    0.000   59.042   59.042    0.000  0.186  0.134  0.210  3.500  0.150    0.000
  1 20  2    1    0.000    0.000   0.000   0.000   0.000 0.000   0.000 544.725   0.000  0.000    0.000   89.685   89.685    0.000  0.988  0.134  0.210  3.512  0.050    0.000
  2 20  2    1    0.000    0.438   0.000   2.012   1.070 1.001   0.000 527.666   0.000  0.000    0.000   58.995   58.995    0.000  0.185  0.134  0.210  3.500  0.150    0.000
  1 24  2    1   35.840   30.130   1.891 101.284   0.297 1.010   0.001 557.459   0.000  0.000    0.000   89.560   89.560    0.000  0.982  0.134  0.210  3.512  0.137    0.070
  2 24  2    1   35.840   17.541  14.424  58.965   0.297 1.008   4.033 625.679   0.000  0.000    0.000   58.802   58.802    0.000  0.184  0.134  0.210  3.500  0.150    0.092
  1  1  3    1    3.970    0.000   0.000   0.000   0.000 0.000   1.561 561.787   0.000  0.000    0.000   89.471   89.471    0.000  0.979  0.134  0.210  3.503  0.137    0.000
  2  1  3    1    3.970    0.000   0.000   0.000   0.000 0.000   2.269 617.948   0.000  0.000    0.000   58.703   58.703    0.000  0.183  0.134  0.210  3.500  0.150    0.000
  1 15  3    1    0.000    0.000   0.000   0.000   0.000 0.000   1.556 561.328   0.000  0.000    0.000   88.914   88.914    0.000  0.956  0.134  0.210  3.500  0.137    0.000
  2 15  3    1    0.000    0.000   0.000   0.000   0.000 0.000   2.252 608.020   0.000  0.000    0.000   57.760   57.760    0.000  0.178  0.134  0.210  3.500  0.150    0.000
  1  1  4    1    0.000    0.000   0.000   0.000   0.000 0.000   1.542 595.824   0.000  0.000    0.000   87.570   87.570    0.000  0.907  0.134  0.210  3.500  0.137    0.000
  2  1  4    1    0.000    0.000   0.000   0.000   0.000 0.000   2.207 630.092   1.297  0.258   34.855   55.254   55.254    0.031  0.166  0.134  0.210  3.500  0.150    0.000
  1 10  4    1   34.170    2.092  31.154   9.715   0.215 1.074   2.851 612.816   0.000  0.000    0.000   87.327   87.327    0.000  0.898  0.134  0.210  3.500  0.137    0.054
  2 10  4    1   34.170    2.216  31.154  10.290   0.215 1.054   4.063 632.145   0.000  0.000    0.000   63.098   63.098    0.000  0.219  0.134  0.210  3.500  0.150    0.076
  1 15  4    1    0.000    0.000   0.000   0.000   0.000 0.000   1.538 618.298   0.000  0.000    0.000   87.155   87.155    0.000  0.892  0.134  0.210  3.500  0.137    0.000
  2 15  4    1    0.000    0.000   0.000   0.000   0.000 0.000   2.357 633.786   0.000  0.000    0.000   63.584   63.584    0.000  0.217  0.134  0.210  3.500  0.150    0.000
  1  1  5    1    0.000    0.000   0.000   0.000   0.000 0.000   3.309 609.372   0.000  0.000    0.000   24.562   24.562    0.000  0.123  0.860  1.826  3.946  0.000    0.000
  2  1  5    1    0.000    0.000   0.000   0.000   0.000 0.000   2.323 606.405   6.891  0.489   85.504   61.663   61.663    0.138  0.204  0.134  0.210  3.500  0.150    0.000
  1  5  5    1   26.270    2.187  87.900  17.480   0.125 1.396   3.263 628.176   0.000  0.000    0.000   24.191   24.191    0.000  0.120  0.860  1.867  3.929  0.080    0.528
  2  5  5    1   26.270    1.180  87.900   9.435   0.125 2.135   4.247 616.309   8.721  0.509   97.296   60.922   60.922    0.258  0.200  0.134  0.210  3.500  0.150    0.077
  1  6  5    1   73.070   35.756  43.415 125.187   0.286 1.244   3.424 661.891   0.005  0.006    0.273   24.100   24.100    0.001  0.120  0.815  1.842  3.878  0.146    8.384
  2  6  5    1   73.070   30.847  55.455 108.001   0.286 1.423  11.796 673.754   8.812  0.509   98.057   60.694   60.694    0.282  0.199  0.134  0.210  3.500  0.150    4.998
  1  7  5    1   36.980   25.658   6.598  11.944   2.148 1.262   1.690 667.530   0.013  0.016    0.732   24.013   24.013    0.002  0.119  0.752  1.816  3.805  0.146    0.723
  2  7  5    1   36.980   25.456   6.814  11.850   2.148 1.244   6.007 679.747   8.898  0.510   98.834   60.483   60.483    0.318  0.198  0.134  0.210  3.500  0.150    0.777
  1 15  5    1    5.370    0.000   0.000   0.000   0.000 0.000   1.129 654.788   0.201  0.208    9.531   23.246   23.246    0.028  0.115  0.613  1.601  3.775  0.146    0.000
  2 15  5    1    5.370    0.000   0.000   0.000   0.000 0.000   2.955 625.106   9.000  0.510   99.990   58.960   58.960    0.659  0.190  0.134  0.210  3.500  0.150    0.000
  1 24  5    1   57.580    7.329  23.620  28.644   0.256 1.216   2.904 689.439   1.214  0.814   36.252   22.491   22.491    0.125  0.111  0.413  1.308  3.762  0.146    0.436
  2 24  5    1   57.580    1.740  45.786   6.802   0.256 1.770   9.366 671.811   9.000  0.510   99.999   57.580   57.580    0.849  0.183  0.134  0.210  3.500  0.150    0.121
  1  1  6    1    7.160    0.000   0.000   0.000   0.000 0.000   1.300 661.538   3.016  1.664   70.593   21.797   21.797    0.340  0.107  0.247  1.051  3.718  0.146    0.000
  2  1  6    1    7.160    0.000   0.000   0.000   0.000 0.000   2.951 644.055   0.580  0.152   19.378   56.001   56.001    0.015  0.176  0.134  0.210  3.500  0.150    0.000
  1 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000   3.142 597.087   3.480  2.304   92.540   16.621   16.621    0.724  0.079  0.432  1.463  3.722  0.000    0.000
  2 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000   2.175 595.247   8.947  0.510   99.335   53.495   53.495    0.358  0.164  0.134  0.210  3.500  0.150    0.000
  1  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000   2.249 555.467   3.499  2.505   97.988   15.687   15.687    1.099  0.074  0.340  1.130  3.681  0.000    0.000
  2  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000   2.124 595.376   8.997  0.510   99.945   50.705   50.705    0.536  0.151  0.134  0.210  3.500  0.150    0.000
  1 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000   1.947 499.656   3.500  2.567   99.280   14.927   14.927    1.441  0.070  0.276  0.815  3.667  0.000    0.000
  2 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000   2.083 593.172   0.580  0.152   19.378   48.418   48.418    0.015  0.141  0.134  0.210  3.500  0.150    0.000
  1 23  7    1   29.350    1.728  60.385   3.881   0.445 1.156   2.484 495.067   3.500  2.579   99.392   14.499   14.499    1.593  0.068  0.251  0.686  3.666  0.051    0.132
  2 23  7    1   29.350    3.083  61.522   6.924   0.445 1.108   3.330 607.331   0.580  0.152   19.378   47.129   47.129    0.015  0.136  0.134  0.210  3.500  0.150    0.192
  1  1  8    1    8.480    0.000   0.000   0.000   0.000 0.000   1.473 497.183   3.500  2.588   99.358   13.856   13.856    1.761  0.065  0.216  0.570  3.625  0.051    0.000
  2  1  8    1    8.480    0.000   0.000   0.000   0.000 0.000   2.853 606.248   8.347  0.506   94.569   45.253   45.253    0.208  0.128  0.134  0.210  3.500  0.150    0.000
  1  6  8    1   22.710    1.217  35.769  11.227   0.108 1.151   1.755 484.345   3.500  2.594   99.401   13.481   13.481    1.965  0.063  0.202  0.501  3.617  0.070    0.057
  2  6  8    1   22.710    0.292  35.769   2.691   0.108 2.020   3.685 606.809   8.965  0.510   99.529   44.238   44.238    0.383  0.124  0.134  0.210  3.500  0.150    0.011
  1  8  8    1   59.380   18.574  42.903  28.725   0.647 1.114   4.063 514.093   3.500  2.595   99.374   13.350   13.350    2.013  0.062  0.194  0.477  3.605  0.093    1.282
  2  8  8    1   59.380   14.281  51.328  22.085   0.647 1.164   9.537 651.322   8.965  0.510   99.529   43.769   43.769    0.383  0.123  0.134  0.210  3.500  0.150    1.199
  1 15  8    1    0.000    0.000   0.000   0.000   0.000 0.000   0.827 478.142   3.500  2.597   98.201   12.910   12.910    2.178  0.001  0.173  0.407  3.578  0.093    0.000
  2 15  8    1    0.000    0.000   0.000   0.000   0.000 0.000   1.974 589.734   8.965  0.510   99.529   42.391   42.391    0.383  0.117  0.134  0.210  3.500  0.150    0.000
  1 22  8    1    9.680    0.002  38.667   0.131   0.013 1.040   1.321 476.382   3.500  2.597   90.086   13.421   13.421    2.173  0.006  0.183  0.373  3.569  0.093    0.000
  2 22  8    1    9.680    0.000   0.000   0.000   0.013 0.005   2.924 590.076   8.965  0.510   99.529   41.217   41.217    0.383  0.113  0.134  0.210  3.500  0.150    0.000
  1 24  8    1   88.140   40.965  14.106  25.820   1.587 1.050   5.421 521.366   3.500  2.597   87.768   13.575   13.575    2.171  0.007  0.184  0.364  3.563  0.093    1.096
  2 24  8    1   88.140   33.641  13.777  21.204   1.587 1.045  14.094 669.438   8.965  0.510   99.529   40.847   40.847    0.383  0.111  0.134  0.210  3.500  0.150    1.242
  1  1  9    1    0.000    0.000   0.000   0.000   0.000 0.000   0.810 507.586   3.500  2.597   78.494   14.238   14.238    2.166  0.013  0.182  0.329  3.529  0.093    0.000
  2  1  9    1    0.000    0.000   0.000   0.000   0.000 0.000   1.919 634.212   0.580  0.152   19.378   39.373   39.373    0.015  0.106  0.134  0.210  3.500  0.150    0.000
  1  6  9    1   54.430   30.204  45.377  71.643   0.422 1.042   3.092 512.276   3.500  2.597   72.698   14.593   14.593    2.162  0.016  0.187  0.309  3.528  0.123    2.555
  2  6  9    1   54.430   24.107  50.148  57.182   0.422 1.154   7.953 664.125   7.577  0.498   89.650   38.458   38.458    0.162  0.103  0.134  0.210  3.500  0.150    2.430
  1 15  9    1    0.000    0.000   0.000   0.000   0.000 0.000   0.819 493.896   3.500  2.597   64.584   15.264   15.264    2.157  0.020  0.186  0.276  3.510  0.123    0.000
  2 15  9    1    0.000    0.000   0.000   0.000   0.000 0.000   1.881 627.266   8.971  0.510   99.607   37.264   37.264    0.396  0.098  0.134  0.210  3.500  0.150    0.000
  1  1 10    1    0.000    0.000   0.000   0.000   0.000 0.000   0.809 457.434   3.500  2.597   64.584   14.257   14.257    2.157  0.019  0.171  0.230  3.503  0.123    0.000
  2  1 10    1    0.000    0.000   0.000   0.000   0.000 0.000   1.841 589.946   9.000  0.510   99.995   35.051   35.051    0.701  0.091  0.134  0.210  3.500  0.150    0.000
  1 13 10    1  107.560   47.303  10.652  31.687   1.493 1.014   5.290 519.334   3.500  2.597   64.584   13.631   13.631    2.157  0.018  0.161  0.210  3.500  0.123    0.925
  2 13 10    1  107.560   42.934   9.923  28.761   1.493 1.013  17.128 667.189   9.000  0.510   99.999   33.573   33.573    0.848  0.086  0.134  0.210  3.500  0.150    1.059
  1 14 10    1   29.770   15.647   7.786  10.602   1.476 1.032   1.706 530.481   3.500  2.597   64.584   13.580   13.580    2.157  0.018  0.153  0.210  3.500  0.123    0.164
  2 14 10    1   29.770   14.183   7.901   9.611   1.476 1.027   3.333 684.545   9.000  0.510   99.999   33.434   33.434    0.868  0.085  0.134  0.210  3.500  0.150    0.199
  1 15 10    1    8.110    1.368   3.954   1.737   0.788 1.084   1.163 535.519   0.000  0.000    0.000   13.543   13.543    0.000  1.268  0.150  0.210  3.500  0.123    0.006
  2 15 10    1    8.110    0.752   3.222   0.955   0.788 1.084   2.917 691.611   9.000  0.510  100.000   33.338   33.338    0.877  0.085  0.134  0.210  3.500  0.150    0.006
  1 17 10    1   36.340   16.961  75.700  79.133   0.214 1.096   3.201 550.942   0.000  0.000    0.000   93.793   93.793    0.000  1.260  0.134  0.277  3.500  0.127    1.194
  2 17 10    1   36.340   17.251  75.700  80.486   0.214 1.119   5.829 702.835   9.000  0.510  100.000   33.136   33.136    0.898  0.084  0.134  0.210  3.500  0.150    1.501
  1  1 11    1    0.000    0.000   0.000   0.000   0.000 0.000   3.333 531.361   0.000  0.000    0.000   67.790   67.790    0.000  0.516  0.368  1.632  3.976  0.000    0.000
  2  1 11    1    0.000    0.000   0.000   0.000   0.000 0.000   1.787 647.770   9.000  0.510  100.000   32.059   32.059    0.982  0.081  0.134  0.210  3.500  0.150    0.000
  1 15 11    1    0.000    0.000   0.000   0.000   0.000 0.000   3.333 525.857   0.000  0.000    0.000   67.474   67.474    0.000  0.505  0.373  1.687  3.976  0.000    0.000
  2 15 11    1    0.000    0.000   0.000   0.000   0.000 0.000   2.482 630.132   0.000  0.000    0.000   70.447   70.447    0.000  1.059  0.134  0.210  3.500  0.150    0.000
  1  1 12    1    0.000    0.000   0.000   0.000   0.000 0.000   3.333 535.354   0.000  0.000    0.000   67.400   67.400    0.000  0.498  0.375  1.726  3.976  0.000    0.000
  2  1 12    1    0.000    0.000   0.000   0.000   0.000 0.000   3.333 628.439   0.000  0.000    0.000   89.088   89.088    0.000  1.052  0.134  0.210  3.500  0.150    0.000
  1 15 12    1    0.000    0.000   0.000   0.000   0.000 0.000   3.333 529.365   0.000  0.000    0.000   67.704   67.704    0.000  0.497  0.294  1.330  3.934  0.000    0.000
  2 15 12    1    0.000    0.000   0.000   0.000   0.000 0.000   2.968 617.590   0.000  0.000    0.000   97.314   97.314    0.000  1.051  0.134  0.210  3.500  0.150    0.000
  1  1  1    2    0.000    0.000   0.000   0.000   0.000 0.000   3.333 525.249   0.000  0.000    0.000   68.048   68.048    0.000  0.496  0.231  0.974  3.934  0.000    0.000
  2  1  1    2    0.000    0.000   0.000   0.000   0.000 0.000   1.666 612.408   0.000  0.000    0.000   99.900   99.900    0.000  1.050  0.134  0.210  3.500  0.150    0.000
  1 15  1    2    0.000    0.000   0.000   0.000   0.000 0.000   3.333 530.802   0.000  0.000    0.000   68.170   68.170    0.000  0.494  0.134  0.210  3.934  0.000    0.000
  2 15  1    2    0.000    0.000   0.000   0.000   0.000 0.000   1.666 615.511   0.000  0.000    0.000   99.900   99.900    0.000  1.047  0.134  0.210  3.500  0.150    0.000
  1 27  1    2    0.000    0.000   0.000   0.000   0.000 0.000   0.001 527.385   0.000  0.000    0.000   68.326   68.326    0.000  0.493  0.134  0.210  3.934  0.000    0.000
  2 27  1    2    0.000    0.111   0.000   0.683   0.798 1.001   0.001 607.666   0.000  0.000    0.000   99.900   99.900    0.000  1.046  0.134  0.210  3.500  0.150    0.000
  1 28  1    2    0.000   62.642   0.000   5.002  12.524 1.001   0.001 528.792   0.000  0.000    0.000   68.251   68.251    0.000  0.492  0.134  0.210  3.934  0.055    0.000
  2 28  1    2    0.000   62.999   0.000   5.030  12.524 1.001   0.001 608.520   0.000  0.000    0.000   99.900   99.900    0.000  1.044  0.134  0.210  3.500  0.150    0.000
  1  1  2    2    0.000    0.000   0.000   0.000   0.000 0.000   0.001 520.607   0.000  0.000    0.000   68.302   68.302    0.000  0.492  0.134  0.210  3.934  0.055    0.000
  2  1  2    2    0.000    0.000   0.000   0.000   0.000 0.000   0.000 598.868   0.000  0.000    0.000   99.900   99.900    0.000  1.043  0.134  0.210  3.500  0.150    0.000
  1  2  2    2    0.000    6.839   0.000   1.840   3.717 1.001   0.000 522.957   0.000  0.000    0.000   68.302   68.302    0.000  0.492  0.134  0.210  3.934  0.055    0.000
  2  2  2    2    0.000    7.421   0.000   1.997   3.717 1.001   0.000 597.648   0.000  0.000    0.000   99.900   99.900    0.000  1.043  0.134  0.210  3.500  0.150    0.000
  1  3  2    2    2.620    0.000   0.000   0.000   0.000 0.000   0.000 525.799   0.000  0.000    0.000   68.306   68.306    0.000  0.492  0.134  0.210  3.934  0.055    0.000
  2  3  2    2    2.620    0.858   0.000   1.362   3.096 1.001   0.000 599.272   0.000  0.000    0.000   99.900   99.900    0.000  1.043  0.134  0.210  3.500  0.150    0.000
  1  5  2    2   10.210    0.000   0.000   0.000   0.000 0.000   0.000 529.367   0.000  0.000    0.000   68.310   68.310    0.000  0.491  0.156  0.534  3.933  0.055    0.000
  2  5  2    2   10.210    0.102   0.000   0.248   2.033 1.001   0.000 602.560   0.000  0.000    0.000   99.900   99.900    0.000  1.042  0.134  0.210  3.500  0.150    0.000
  1 14  2    2    0.000    0.000   0.000   0.000   0.000 0.000   0.000 515.016   0.000  0.000    0.000   68.397   68.397    0.000  0.491  0.134  0.210  3.933  0.055    0.000
  2 14  2    2    0.000    0.179   0.000   1.076   0.817 1.001   0.000 593.570   0.000  0.000    0.000   99.900   99.900    0.000  1.041  0.134  0.210  3.500  0.150    0.000
  1 15  2    2    0.000    0.000   0.000   0.000   0.000 0.000   0.000 511.696   0.000  0.000    0.000   68.411   68.411    0.000  0.491  0.134  0.210  3.933  0.055    0.000
  2 15  2    2    0.000    0.000   0.000   0.000   0.000 0.000   0.000 589.779   0.000  0.000    0.000   99.900   99.900    0.000  1.041  0.134  0.210  3.500  0.150    0.000
  1 16  2    2    6.680    0.000   0.000   0.000   0.000 0.000   0.000 511.872   0.000  0.000    0.000   68.422   68.422    0.000  0.491  0.134  0.210  3.933  0.055    0.000
  2 16  2    2    6.680    0.038   0.000   0.185   0.996 1.001   0.000 589.719   0.000  0.000    0.000   99.900   99.900    0.000  1.041  0.134  0.210  3.500  0.150    0.000
  1 17  2    2   10.470    3.207   0.000   0.877   3.657 1.001   0.000 515.183   0.000  0.000    0.000   68.417   68.417    0.000  0.491  0.134  0.210  3.933  0.055    0.000
  2 17  2    2   10.470    3.835   0.000   1.048   3.657 1.001   0.000 591.168   0.000  0.000    0.000   99.900   99.900    0.000  1.040  0.134  0.210  3.500  0.150    0.000
  1 24  2    2    0.000   10.193   0.000   3.354   3.039 1.001   0.000 506.645   0.000  0.000    0.000   68.485   68.485    0.000  0.490  0.134  0.210  3.917  0.055    0.000
  2 24  2    2    0.000    9.701   0.000   3.192   3.039 1.001   0.000 582.298   0.000  0.000    0.000   99.900   99.900    0.000  1.040  0.134  0.210  3.500  0.150    0.000
  1  1  3    2    0.000    0.000   0.000   0.000   0.000 0.000   0.000 516.338   0.000  0.000    0.000   68.408   68.408    0.000  0.488  0.134  0.362  3.915  0.055    0.000
  2  1  3    2    0.000    0.000   0.000   0.000   0.000 0.000   0.000 598.170   0.000  0.000    0.000   99.900   99.900    0.000  1.035  0.134  0.210  3.500  0.150    0.000
  1  2  3    2   15.320    9.670   3.375   7.386   1.309 1.343   0.000 524.545   0.000  0.000    0.000   68.340   68.340    0.000  0.487  0.134  0.358  3.915  0.062    0.021
  2  2  3    2   15.320    9.374   3.419   7.160   1.309 1.233   0.000 608.789   0.000  0.000    0.000   99.900   99.900    0.000  1.032  0.134  0.210  3.500  0.150    0.031
  1 15  3    2    0.000    0.000   0.000   0.000   0.000 0.000   2.911 534.491   0.000  0.000    0.000   68.166   68.166    0.000  0.483  0.134  0.300  3.893  0.062    0.000
  2 15  3    2    0.000    0.000   0.000   0.000   0.000 0.000   1.666 609.440   0.000  0.000    0.000   99.900   99.900    0.000  1.023  0.134  0.210  3.500  0.150    0.000
  1 31  3    2   29.870    1.101  91.800   6.806   0.162 1.326   2.903 556.438   0.000  0.000    0.000   67.496   67.496    0.000  0.473  0.134  0.250  3.884  0.062    0.048
  2 31  3    2   29.870    1.641  91.800  10.145   0.162 1.166   2.767 630.461   0.000  0.000    0.000   99.900   99.900    0.000  0.997  0.134  0.210  3.500  0.150    0.096
  1  1  4    2    0.000    0.000   0.000   0.000   0.000 0.000   1.990 553.355   0.000  0.000    0.000   67.471   67.471    0.000  0.472  0.134  0.247  3.858  0.062    0.000
  2  1  4    2    0.000    0.000   0.000   0.000   0.000 0.000   1.666 628.054   0.000  0.000    0.000   99.900   99.900    0.000  0.996  0.134  0.210  3.500  0.150    0.000
  1 15  4    2    0.000    0.000   0.000   0.000   0.000 0.000   1.628 550.628   0.000  0.000    0.000   66.825   66.825    0.000  0.463  0.134  0.215  3.833  0.062    0.000
  2 15  4    2    0.000    0.000   0.000   0.000   0.000 0.000   1.666 626.922   0.000  0.000    0.000   99.900   99.900    0.000  0.973  0.134  0.210  3.500  0.150    0.000
  1 25  4    2   25.960    1.863  71.250  10.136   0.184 1.286   2.096 570.502   0.000  0.000    0.000   65.769   65.769    0.000  0.449  0.134  0.210  3.824  0.068    0.076
  2 25  4    2   25.960    2.327  75.385  12.661   0.184 1.393   3.332 641.084   0.000  0.000    0.000   37.198   37.198    0.000  0.096  0.726  2.219  4.045  0.078    0.194
  1  1  5    2   13.360    0.352  43.100   3.743   0.094 1.251   1.484 569.423   0.000  0.000    0.000   65.253   65.253    0.000  0.442  0.134  0.210  3.802  0.068    0.009
  2  1  5    2   13.360    0.377  43.100   4.004   0.094 1.296   3.333 638.892   0.000  0.000    0.000   33.157   33.157    0.000  0.084  0.874  4.338  3.919  0.055    0.027
  1  9  5    2   37.290    0.118  13.880   0.682   0.173 1.212   2.571 607.551   0.000  0.000    0.000   64.371   64.371    0.000  0.431  0.134  0.210  3.784  0.068    0.001
  2  9  5    2   37.290    0.247  13.880   1.427   0.173 1.233   2.834 676.832   0.003  0.004    0.189   32.309   32.309    0.001  0.081  0.749  3.786  3.850  0.055    0.005
  1 15  5    2    0.000    0.000   0.000   0.000   0.000 0.000   3.333 596.428   0.000  0.000    0.000   42.480   42.480    0.000  0.227  0.726  1.962  3.752  0.000    0.000
  2 15  5    2    0.000    0.000   0.000   0.000   0.000 0.000   1.607 666.695   0.028  0.033    1.528   31.771   31.771    0.004  0.079  0.656  3.407  3.797  0.055    0.000
  1 22  5    2   43.830    0.000   0.000   0.000   0.000 0.000   3.488 630.537   0.000  0.000    0.000   21.281   21.281    0.000  0.097  1.240  1.926  4.060  0.000    0.000
  2 22  5    2   43.830    0.426  36.000  26.007   0.080 1.188   2.389 699.210   0.050  0.058    2.682   30.870   30.870    0.008  0.076  0.599  3.026  3.794  0.060    0.077
  1 24  5    2   31.400    0.178  55.714   0.726   0.246 1.347   3.333 649.528   0.000  0.000    0.000   19.052   19.052    0.000  0.085  1.297  1.907  3.935  0.031    0.037
  2 24  5    2   31.400    1.262  25.939   5.130   0.246 1.258   1.662 712.524   0.085  0.097    4.442   30.605   30.605    0.013  0.075  0.560  2.922  3.757  0.060    0.070
  1 28  5    2   14.290    0.000   0.000   0.000   0.000 0.000   2.079 655.270   0.000  0.000    0.000   18.752   18.752    0.000  0.084  1.166  1.808  3.867  0.031    0.000
  2 28  5    2   14.290    0.044  34.000   3.739   0.058 1.132   1.118 716.654   0.218  0.223   10.196   30.031   30.031    0.030  0.074  0.494  2.706  3.724  0.060    0.007
  1  1  6    2    0.000    0.000   0.000   0.000   0.000 0.000   1.725 646.507   0.014  0.005    2.099   18.402   18.402    0.002  0.082  1.080  1.720  3.849  0.031    0.000
  2  1  6    2    0.000    0.000   0.000   0.000   0.000 0.000   1.027 706.882   0.651  0.527   23.777   29.351   29.351    0.075  0.072  0.418  2.467  3.709  0.060    0.000
  1  8  6    2   29.320    8.040  35.525  33.932   0.237 1.181   2.489 671.819   0.028  0.009    4.214   14.269   14.269    0.003  0.062  1.286  1.932  3.729  0.098    2.225
  2  8  6    2   29.320    7.536  38.333  31.805   0.237 1.153   2.566 704.455   2.695  1.473   63.280   22.770   22.770    0.279  0.053  0.612  3.575  3.691  0.103    2.880
  1 11  6    2   30.320    6.250  37.607  13.394   0.467 1.190   1.827 684.594   0.052  0.017    7.533   14.062   14.062    0.006  0.061  1.176  1.858  3.704  0.098    1.371
  2 11  6    2   30.320    5.522  37.607  11.835   0.467 1.177   2.326 703.277   3.216  1.826   76.544   22.355   22.355    0.403  0.052  0.475  3.203  3.658  0.103    1.569
  1 12  6    2   42.830   11.901  28.123  40.419   0.294 1.154   1.780 709.716   0.060  0.019    8.610   13.997   13.997    0.006  0.061  1.124  1.833  3.689  0.103    2.771
  2 12  6    2   42.830   11.209  28.123  38.068   0.294 1.121   2.982 729.469   3.291  1.905   79.389   22.225   22.225    0.439  0.052  0.434  3.084  3.637  0.109    3.716
  1 15  6    2    6.400    0.000   0.000   0.000   0.000 0.000   1.119 704.064   0.095  0.030   12.982   13.808   13.808    0.010  0.060  1.007  1.759  3.670  0.103    0.000
  2 15  6    2    6.400    0.000   0.000   0.000   0.000 0.000   1.398 706.856   3.430  2.129   87.048   21.858   21.858    0.569  0.051  0.361  2.783  3.613  0.109    0.000
  1 19  6    2   10.930    0.020  13.875   0.277   0.073 1.097   1.136 705.193   0.156  0.047   19.941   13.567   13.567    0.016  0.059  0.883  1.663  3.663  0.103    0.001
