-122.803,38.082
-122.804,38.088
-122.812,38.102
-122.831,38.127
-122.959,38.285
-123.004,38.315
-123.041,38.310
-123.047,38.316
-123.043,38.363
-123.105,38.461
-123.110,38.464
-123.120,38.469
-123.138,38.476
-123.172,38.492
-123.237,38.523
-123.267,38.541
-123.309,38.570
-123.317,38.578
-123.353,38.624
-123.444,38.730
-123.451,38.738
-123.536,38.796
-123.620,38.861
-123.699,38.928
-123.704,38.932
-123.715,38.957
-123.716,38.962
-123.715,38.969
-123.711,38.972
-123.700,38.977
-123.678,39.000
-123.671,39.009
-123.667,39.019
-123.667,39.032
-123.683,39.114
-123.689,39.129
-123.710,39.173
-123.715,39.183
-123.754,39.259
-123.794,39.347
-123.797,39.359
-123.797,39.379
-123.795,39.392
-123.777,39.488
-123.771,39.505
-123.763,39.519
-123.738,39.547
-123.736,39.553
-123.736,39.560
-123.769,39.702
-123.776,39.717
-123.820,39.792
-123.867,39.869
-123.931,39.950
-124.061,40.090
-124.064,40.094
-124.081,40.108
-124.090,40.115
-124.100,40.121
-124.141,40.145
-124.146,40.147
-124.156,40.147
-124.167,40.152
-124.202,40.174
-124.297,40.238
-124.321,40.254
-124.329,40.262
-124.332,40.266
-124.334,40.272
-124.334,40.278
-124.333,40.284
-124.326,40.306
-124.323,40.318
-124.322,40.331
-124.325,40.342
-124.352,40.411
-124.357,40.420
-124.375,40.441
-124.377,40.446
-124.376,40.452
-124.353,40.529
-124.351,40.535
-124.332,40.582
-124.276,40.692
-124.274,40.697
-124.264,40.711
-124.254,40.724
-124.247,40.732
-124.229,40.746
-124.199,40.746
-124.143,40.812
-124.099,40.992
-124.095,41.024
-124.096,41.036
-124.098,41.041
-124.108,41.054
-124.113,41.057
-124.122,41.157
-124.093,41.244
-124.089,41.255
-124.061,41.344
-124.046,41.394
-124.040,41.424
-124.040,41.431
-124.044,41.455
-124.049,41.471
-124.064,41.515
-124.119,41.683
-124.181,41.754
-124.216,41.820
-124.200,41.843
-124.195,41.853
-124.190,41.869
-124.175,41.947
-124.175,41.952
-124.184,41.994
-124.186,41.999
-124.193,42.008
-124.204,42.020
-124.209,42.024
-124.250,42.054
-124.256,42.057
-124.290,42.073
-124.324,42.102
-124.331,42.110
-124.339,42.125
-124.356,42.168
-124.381,42.243
-124.397,42.316
-124.409,42.375
-124.421,42.481
-124.419,42.487
-124.406,42.511
-124.403,42.516
-124.398,42.521
-124.389,42.540
-124.385,42.551
-124.383,42.563
-124.382,42.629
-124.389,42.659
-124.397,42.673
-124.406,42.680
-124.418,42.685
-124.429,42.691
-124.437,42.699
-124.481,42.748
-124.522,42.829
-124.524,42.866
-124.517,42.900
-124.513,42.911
-124.507,42.921
-124.501,42.929
-124.488,42.942
-124.473,42.965
-124.431,43.031
-124.426,43.040
-124.424,43.046
-124.388,43.189
-124.370,43.264
-124.373,43.289
-124.379,43.312
-124.380,43.318
-124.378,43.323
-124.334,43.355
-124.263,43.399
-124.259,43.401
-124.246,43.402
-124.244,43.399
-124.243,43.396
-124.243,43.387
-124.208,43.395
-124.205,43.390
-124.197,43.382
-124.180,43.374
-124.156,43.364
-124.147,43.364
-124.140,43.366
-124.138,43.371
-124.140,43.377
-124.197,43.456
-124.238,43.438
-124.264,43.416
-124.282,43.400
-124.285,43.398
-124.288,43.400
-124.287,43.403
-124.285,43.406
-124.302,43.401
-124.295,43.409
-124.277,43.439
-124.222,43.563
-124.212,43.597
-124.205,43.627
-124.202,43.645
-124.191,43.671
-124.183,43.678
-124.116,43.725
-124.134,43.755
-124.154,43.794
-124.131,43.921
-124.110,44.152
-124.069,44.513
-124.067,44.532
-124.059,44.588
-124.056,44.607
-124.049,44.623
-124.046,44.628
-124.039,44.730
-124.043,44.748
-124.050,44.769
-124.059,44.790
-124.056,44.834
-124.054,44.840
-124.023,44.887
-124.003,44.949
-123.995,44.978
-123.944,45.164
-123.942,45.177
-123.943,45.184
-123.949,45.194
-123.956,45.209
-123.956,45.222
-123.945,45.461
-123.944,45.521
-123.872,45.529
-123.892,45.573
-123.931,45.592
-123.900,45.675
-123.905,45.709
-123.930,45.732
-123.952,45.766
-123.950,45.806
-123.937,45.895
-123.922,45.987
-123.918,45.992
-123.916,45.997
-123.911,46.014
